index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
882	m ɚ dʒ	m ɚ dʒ d	merge	merged	⋊ m ɛ ɹ d ʒ ⋉	⋊ m ɛ ɹ d ʒ d ⋉
883	aɪ s ə l eɪ t	aɪ s ə l eɪ t ə d	isolate	isolated	⋊ a ɪ s ə l e t ⋉	⋊ a ɪ s ə l e t ɪ d ⋉
884	p ɹ a m p t	p ɹ a m p t ə d	prompt	prompted	⋊ p ɹ a m p t ⋉	⋊ p ɹ a m p t ɪ d ⋉
885	b oʊ s t	b oʊ s t ə d	boast	boasted	⋊ b o s t ⋉	⋊ b o s t ɪ d ⋉
886	ʃ ʌ f ə l	ʃ ʌ f ə l d	shuffle	shuffled	⋊ ʃ ʌ f ə l ⋉	⋊ ʃ ʌ f ə l d ⋉
887	ə d m ɪ n ə s t ɚ	ə d m ɪ n ə s t ɚ d	administer	administered	⋊ ə d m ɪ n ə s t ɛ ɹ ⋉	⋊ ə d m ɪ n ə s t ɛ ɹ d ⋉
888	p oʊ s t p oʊ n	p oʊ s t p oʊ n d	postpone	postponed	⋊ p o s t p o n ⋉	⋊ p o s t p o n d ⋉
889	tʃ æ t	tʃ æ t ə d	chat	chatted	⋊ t ʃ ɑ t ⋉	⋊ t ʃ ɑ t ɪ d ⋉
890	d ɹ ɪ l	d ɹ ɪ l d	drill	drilled	⋊ d ɹ ɪ l ⋉	⋊ d ɹ ɪ l d ⋉
891	d ɪ p ɪ k t	d ɪ p ɪ k t ə d	depict	depicted	⋊ d ɪ p ɪ k t ⋉	⋊ d ɪ p ɪ k t ɪ d ⋉
892	k aʊ n t ɚ	k aʊ n t ɚ d	counter	countered	⋊ k a ʊ n t ɛ ɹ ⋉	⋊ k a ʊ n t ɛ ɹ d ⋉
893	ɹ a t	ɹ a t ə d	rot	rotted	⋊ ɹ a t ⋉	⋊ ɹ a t ɪ d ⋉
894	s l aɪ s	s l aɪ s t	slice	sliced	⋊ s l a ɪ s ⋉	⋊ s l a ɪ s t ⋉
895	k l æ p	k l æ p t	clap	clapped	⋊ k l ɑ p ⋉	⋊ k l ɑ p t ⋉
896	ʃ ɹ i k	ʃ ɹ i k t	shriek	shrieked	⋊ ʃ ɹ i k ⋉	⋊ ʃ ɹ i k t ⋉
897	s t ɹ ʌ k tʃ ɚ	s t ɹ ʌ k tʃ ɚ d	structure	structured	⋊ s t ɹ ʌ k t ʃ ɛ ɹ ⋉	⋊ s t ɹ ʌ k t ʃ ɛ ɹ d ⋉
898	s t ɹ æ ŋ g ə l	s t ɹ æ ŋ g ə l d	strangle	strangled	⋊ s t ɹ ɑ ŋ g ə l ⋉	⋊ s t ɹ ɑ ŋ g ə l d ⋉
899	p ɹ ɪ z u m	p ɹ ɪ z u m d	presume	presumed	⋊ p ɹ ɪ z u m ⋉	⋊ p ɹ ɪ z u m d ⋉
900	ɪ n s ɚ t	ɪ n s ɚ t ə d	insert	inserted	⋊ ɪ n s ɛ ɹ t ⋉	⋊ ɪ n s ɛ ɹ t ɪ d ⋉
901	d ɪ n aʊ n s	d ɪ n aʊ n s t	denounce	denounced	⋊ d ɪ n a ʊ n s ⋉	⋊ d ɪ n a ʊ n s t ⋉
902	p ɹ ɪ v eɪ l	p ɹ ɪ v eɪ l d	prevail	prevailed	⋊ p ɹ ɪ v e l ⋉	⋊ p ɹ ɪ v e l d ⋉
903	s p ɹ ɪ ŋ k ə l	s p ɹ ɪ ŋ k ə l d	sprinkle	sprinkled	⋊ s p ɹ ɪ ŋ k ə l ⋉	⋊ s p ɹ ɪ ŋ k ə l d ⋉
904	s t ɹ i m	s t ɹ i m d	stream	streamed	⋊ s t ɹ i m ⋉	⋊ s t ɹ i m d ⋉
905	k ɪ d	k ɪ d ə d	kid	kidded	⋊ k ɪ d ⋉	⋊ k ɪ d ɪ d ⋉
906	d ɪ f aɪ	d ɪ f aɪ d	defy	defied	⋊ d ɪ f a ɪ ⋉	⋊ d ɪ f a ɪ d ⋉
907	d ɪ p l ɔɪ	d ɪ p l ɔɪ d	deploy	deployed	⋊ d ɪ p l ɔ ɪ ⋉	⋊ d ɪ p l ɔ ɪ d ⋉
908	h ʌ g	h ʌ g d	hug	hugged	⋊ h ʌ g ⋉	⋊ h ʌ g d ⋉
909	dʒ oʊ k	dʒ oʊ k t	joke	joked	⋊ d ʒ o k ⋉	⋊ d ʒ o k t ⋉
910	s oʊ	s oʊ d	sew	sewed	⋊ s o ⋉	⋊ s o d ⋉
911	s ɚ k ə l	s ɚ k ə l d	circle	circled	⋊ s ɛ ɹ k ə l ⋉	⋊ s ɛ ɹ k ə l d ⋉
912	b ʌ l dʒ	b ʌ l dʒ d	bulge	bulged	⋊ b ʌ l d ʒ ⋉	⋊ b ʌ l d ʒ d ⋉
913	k ə m p ɹ aɪ z	k ə m p ɹ aɪ z d	comprise	comprised	⋊ k ə m p ɹ a ɪ z ⋉	⋊ k ə m p ɹ a ɪ z d ⋉
914	h ʌ m	h ʌ m d	hum	hummed	⋊ h ʌ m ⋉	⋊ h ʌ m d ⋉
915	eɪ l	eɪ l d	ail	ailed	⋊ e l ⋉	⋊ e l d ⋉
916	g ɹ oʊ n	g ɹ oʊ n d	groan	groaned	⋊ g ɹ o n ⋉	⋊ g ɹ o n d ⋉
917	t ʌ m b ə l	t ʌ m b ə l d	tumble	tumbled	⋊ t ʌ m b ə l ⋉	⋊ t ʌ m b ə l d ⋉
918	t ɹ æ k	t ɹ æ k t	track	tracked	⋊ t ɹ ɑ k ⋉	⋊ t ɹ ɑ k t ⋉
919	h j u m ɪ l i eɪ t	h j u m ɪ l i eɪ t ə d	humiliate	humiliated	⋊ h j u m ɪ l i e t ⋉	⋊ h j u m ɪ l i e t ɪ d ⋉
920	dʒ æ m	dʒ æ m d	jam	jammed	⋊ d ʒ ɑ m ⋉	⋊ d ʒ ɑ m d ⋉
921	k w ɪ v ɚ	k w ɪ v ɚ d	quiver	quivered	⋊ k w ɪ v ɛ ɹ ⋉	⋊ k w ɪ v ɛ ɹ d ⋉
922	ɹ oʊ t eɪ t	ɹ oʊ t eɪ t ə d	rotate	rotated	⋊ ɹ o t e t ⋉	⋊ ɹ o t e t ɪ d ⋉
923	s m u ð	s m u ð d	smooth	smoothed	⋊ s m u ð ⋉	⋊ s m u ð d ⋉
924	s t æ k	s t æ k t	stack	stacked	⋊ s t ɑ k ⋉	⋊ s t ɑ k t ⋉
925	ɪ n f ɛ k t	ɪ n f ɛ k t ə d	infect	infected	⋊ ɪ n f ɛ k t ⋉	⋊ ɪ n f ɛ k t ɪ d ⋉
926	t oʊ ɹ tʃ ɚ	t oʊ ɹ tʃ ɚ d	torture	tortured	⋊ t o ɹ t ʃ ɛ ɹ ⋉	⋊ t o ɹ t ʃ ɛ ɹ d ⋉
927	s k ɛ dʒ u ə l	s k ɛ dʒ u ə l d	schedule	scheduled	⋊ s k ɛ d ʒ u ə l ⋉	⋊ s k ɛ d ʒ u ə l d ⋉
928	k ɹ ʌ m b ə l	k ɹ ʌ m b ə l d	crumble	crumbled	⋊ k ɹ ʌ m b ə l ⋉	⋊ k ɹ ʌ m b ə l d ⋉
929	l ɪ k	l ɪ k t	lick	licked	⋊ l ɪ k ⋉	⋊ l ɪ k t ⋉
930	t u n	t u n d	tune	tuned	⋊ t u n ⋉	⋊ t u n d ⋉
931	b l ʌ ʃ	b l ʌ ʃ t	blush	blushed	⋊ b l ʌ ʃ ⋉	⋊ b l ʌ ʃ t ⋉
932	s a b	s a b d	sob	sobbed	⋊ s a b ⋉	⋊ s a b d ⋉
933	l ɛ k tʃ ɚ	l ɛ k tʃ ɚ d	lecture	lectured	⋊ l ɛ k t ʃ ɛ ɹ ⋉	⋊ l ɛ k t ʃ ɛ ɹ d ⋉
934	f l æ p	f l æ p t	flap	flapped	⋊ f l ɑ p ⋉	⋊ f l ɑ p t ⋉
935	ɪ k s p ɛ l	ɪ k s p ɛ l d	expel	expelled	⋊ ɪ k s p ɛ l ⋉	⋊ ɪ k s p ɛ l d ⋉
936	p eɪ s	p eɪ s t	pace	paced	⋊ p e s ⋉	⋊ p e s t ⋉
937	b ʌ m p	b ʌ m p t	bump	bumped	⋊ b ʌ m p ⋉	⋊ b ʌ m p t ⋉
938	s aɪ t	s aɪ t ə d	cite	cited	⋊ s a ɪ t ⋉	⋊ s a ɪ t ɪ d ⋉
939	s t i m	s t i m d	steam	steamed	⋊ s t i m ⋉	⋊ s t i m d ⋉
940	t ʌ g	t ʌ g d	tug	tugged	⋊ t ʌ g ⋉	⋊ t ʌ g d ⋉
941	b u m	b u m d	boom	boomed	⋊ b u m ⋉	⋊ b u m d ⋉
942	v æ l j u	v æ l j u d	value	valued	⋊ v ɑ l j u ⋉	⋊ v ɑ l j u d ⋉
943	ɪ m p ɹ ɪ z ə n	ɪ m p ɹ ɪ z ə n d	imprison	imprisoned	⋊ ɪ m p ɹ ɪ z ə n ⋉	⋊ ɪ m p ɹ ɪ z ə n d ⋉
944	k w oʊ ɹ ə l	k w oʊ ɹ ə l d	quarrel	quarrelled	⋊ k w o ɹ ə l ⋉	⋊ k w o ɹ ə l d ⋉
945	f l ɪ k	f l ɪ k t	flick	flicked	⋊ f l ɪ k ⋉	⋊ f l ɪ k t ⋉
946	k oʊ ɪ n s aɪ d	k oʊ ɪ n s aɪ d ə d	coincide	coincided	⋊ k o ɪ n s a ɪ d ⋉	⋊ k o ɪ n s a ɪ d ɪ d ⋉
947	k ɹ ɪ p ə l	k ɹ ɪ p ə l d	cripple	crippled	⋊ k ɹ ɪ p ə l ⋉	⋊ k ɹ ɪ p ə l d ⋉
948	d u m	d u m d	doom	doomed	⋊ d u m ⋉	⋊ d u m d ⋉
949	f i tʃ ɚ	f i tʃ ɚ d	feature	featured	⋊ f i t ʃ ɛ ɹ ⋉	⋊ f i t ʃ ɛ ɹ d ⋉
950	s p ɛ k j ʊ l eɪ t	s p ɛ k j ʊ l eɪ t ə d	speculate	speculated	⋊ s p ɛ k j ʊ l e t ⋉	⋊ s p ɛ k j ʊ l e t ɪ d ⋉
951	k ɹ æ m	k ɹ æ m d	cram	crammed	⋊ k ɹ ɑ m ⋉	⋊ k ɹ ɑ m d ⋉
952	h ɪ n t	h ɪ n t ə d	hint	hinted	⋊ h ɪ n t ⋉	⋊ h ɪ n t ɪ d ⋉
953	ɹ ɪ ŋ k ə l	ɹ ɪ ŋ k ə l d	wrinkle	wrinkled	⋊ ɹ ɪ ŋ k ə l ⋉	⋊ ɹ ɪ ŋ k ə l d ⋉
954	g l ɪ t ɚ	g l ɪ t ɚ d	glitter	glittered	⋊ g l ɪ t ɛ ɹ ⋉	⋊ g l ɪ t ɛ ɹ d ⋉
955	d ɪ s t ɹ ɛ s	d ɪ s t ɹ ɛ s t	distress	distressed	⋊ d ɪ s t ɹ ɛ s ⋉	⋊ d ɪ s t ɹ ɛ s t ⋉
956	s k ɹ ʌ b	s k ɹ ʌ b d	scrub	scrubbed	⋊ s k ɹ ʌ b ⋉	⋊ s k ɹ ʌ b d ⋉
957	m oʊ t ɪ v eɪ t	m oʊ t ɪ v eɪ t ə d	motivate	motivated	⋊ m o t ɪ v e t ⋉	⋊ m o t ɪ v e t ɪ d ⋉
958	ɹ eɪ p	ɹ eɪ p t	rape	raped	⋊ ɹ e p ⋉	⋊ ɹ e p t ⋉
959	p ɪ tʃ	p ɪ tʃ t	pitch	pitched	⋊ p ɪ t ʃ ⋉	⋊ p ɪ t ʃ t ⋉
960	f æ s ə n	f æ s ə n d	fasten	fastened	⋊ f ɑ s ə n ⋉	⋊ f ɑ s ə n d ⋉
961	p ʌ n tʃ	p ʌ n tʃ t	punch	punched	⋊ p ʌ n t ʃ ⋉	⋊ p ʌ n t ʃ t ⋉
962	p ɚ tʃ	p ɚ tʃ t	perch	perched	⋊ p ɛ ɹ t ʃ ⋉	⋊ p ɛ ɹ t ʃ t ⋉
963	l i k	l i k t	leak	leaked	⋊ l i k ⋉	⋊ l i k t ⋉
964	s ɛ n t ə n s	s ɛ n t ə n s t	sentence	sentenced	⋊ s ɛ n t ə n s ⋉	⋊ s ɛ n t ə n s t ⋉
965	ɪ n s ʌ l t	ɪ n s ʌ l t ə d	insult	insulted	⋊ ɪ n s ʌ l t ⋉	⋊ ɪ n s ʌ l t ɪ d ⋉
966	d ɪ t ɚ	d ɪ t ɚ d	deter	deterred	⋊ d ɪ t ɛ ɹ ⋉	⋊ d ɪ t ɛ ɹ d ⋉
967	ə b s ɛ s	ə b s ɛ s t	obsess	obsessed	⋊ ə b s ɛ s ⋉	⋊ ə b s ɛ s t ⋉
968	d ɹ ɪ p	d ɹ ɪ p t	drip	dripped	⋊ d ɹ ɪ p ⋉	⋊ d ɹ ɪ p t ⋉
969	w ɚ l	w ɚ l d	whirl	whirled	⋊ w ɛ ɹ l ⋉	⋊ w ɛ ɹ l d ⋉
970	tʃ æ t ɚ	tʃ æ t ɚ d	chatter	chattered	⋊ t ʃ ɑ t ɛ ɹ ⋉	⋊ t ʃ ɑ t ɛ ɹ d ⋉
971	ɹ ɛ k	ɹ ɛ k t	wreck	wrecked	⋊ ɹ ɛ k ⋉	⋊ ɹ ɛ k t ⋉
972	d ɛ d ɪ k eɪ t	d ɛ d ɪ k eɪ t ə d	dedicate	dedicated	⋊ d ɛ d ɪ k e t ⋉	⋊ d ɛ d ɪ k e t ɪ d ⋉
973	h a ɹ m	h a ɹ m d	harm	harmed	⋊ h a ɹ m ⋉	⋊ h a ɹ m d ⋉
974	k ə n t ɹ æ s t	k ə n t ɹ æ s t ə d	contrast	contrasted	⋊ k ə n t ɹ ɑ s t ⋉	⋊ k ə n t ɹ ɑ s t ɪ d ⋉
975	b a ɹ k	b a ɹ k t	bark	barked	⋊ b a ɹ k ⋉	⋊ b a ɹ k t ⋉
976	b ɹ u d	b ɹ u d ə d	brood	brooded	⋊ b ɹ u d ⋉	⋊ b ɹ u d ɪ d ⋉
977	ɪ n dʒ ɚ	ɪ n dʒ ɚ d	injure	injured	⋊ ɪ n d ʒ ɛ ɹ ⋉	⋊ ɪ n d ʒ ɛ ɹ d ⋉
978	s p ɛ ʃ ə l aɪ z	s p ɛ ʃ ə l aɪ z d	specialize	specialized	⋊ s p ɛ ʃ ə l a ɪ z ⋉	⋊ s p ɛ ʃ ə l a ɪ z d ⋉
979	s p l æ ʃ	s p l æ ʃ t	splash	splashed	⋊ s p l ɑ ʃ ⋉	⋊ s p l ɑ ʃ t ⋉
980	m ɪ ŋ g ə l	m ɪ ŋ g ə l d	mingle	mingled	⋊ m ɪ ŋ g ə l ⋉	⋊ m ɪ ŋ g ə l d ⋉
981	s oʊ ɹ	s oʊ ɹ d	soar	soared	⋊ s o ɹ ⋉	⋊ s o ɹ d ⋉
982	s p ɹ eɪ	s p ɹ eɪ d	spray	sprayed	⋊ s p ɹ e ⋉	⋊ s p ɹ e d ⋉
983	k ə n v ɪ k t	k ə n v ɪ k t ə d	convict	convicted	⋊ k ə n v ɪ k t ⋉	⋊ k ə n v ɪ k t ɪ d ⋉
984	h a ɹ d ə n	h a ɹ d ə n d	harden	hardened	⋊ h a ɹ d ə n ⋉	⋊ h a ɹ d ə n d ⋉
985	ɹ ɪ h ɚ s	ɹ ɪ h ɚ s t	rehearse	rehearsed	⋊ ɹ ɪ h ɛ ɹ s ⋉	⋊ ɹ ɪ h ɛ ɹ s t ⋉
986	g ɹ oʊ p	g ɹ oʊ p t	grope	groped	⋊ g ɹ o p ⋉	⋊ g ɹ o p t ⋉
987	t w ɪ tʃ	t w ɪ tʃ t	twitch	twitched	⋊ t w ɪ t ʃ ⋉	⋊ t w ɪ t ʃ t ⋉
988	ɪ l u m ɪ n eɪ t	ɪ l u m ɪ n eɪ t ə d	illuminate	illuminated	⋊ ɪ l u m ɪ n e t ⋉	⋊ ɪ l u m ɪ n e t ɪ d ⋉
989	d ɪ s p ɚ s	d ɪ s p ɚ s t	disperse	dispersed	⋊ d ɪ s p ɛ ɹ s ⋉	⋊ d ɪ s p ɛ ɹ s t ⋉
990	h aʊ l	h aʊ l d	howl	howled	⋊ h a ʊ l ⋉	⋊ h a ʊ l d ⋉
991	s æ k	s æ k t	sack	sacked	⋊ s ɑ k ⋉	⋊ s ɑ k t ⋉
992	ɪ n d oʊ ɹ s	ɪ n d oʊ ɹ s t	endorse	endorsed	⋊ ɪ n d o ɹ s ⋉	⋊ ɪ n d o ɹ s t ⋉
993	k l ɛ n tʃ	k l ɛ n tʃ t	clench	clenched	⋊ k l ɛ n t ʃ ⋉	⋊ k l ɛ n t ʃ t ⋉
994	p æ n t	p æ n t ə d	pant	panted	⋊ p ɑ n t ⋉	⋊ p ɑ n t ɪ d ⋉
995	s w ɚ l	s w ɚ l d	swirl	swirled	⋊ s w ɛ ɹ l ⋉	⋊ s w ɛ ɹ l d ⋉
996	ə p ɔ l	ə p ɔ l d	appal	appalled	⋊ ə p ɔ l ⋉	⋊ ə p ɔ l d ⋉
997	d æ ŋ g ə l	d æ ŋ g ə l d	dangle	dangled	⋊ d ɑ ŋ g ə l ⋉	⋊ d ɑ ŋ g ə l d ⋉
998	ə ɹ ɪ dʒ ə n eɪ t	ə ɹ ɪ dʒ ə n eɪ t ə d	originate	originated	⋊ ə ɹ ɪ d ʒ ə n e t ⋉	⋊ ə ɹ ɪ d ʒ ə n e t ɪ d ⋉
999	m ɪ l k	m ɪ l k t	milk	milked	⋊ m ɪ l k ⋉	⋊ m ɪ l k t ⋉
1000	p a n d ɚ	p a n d ɚ d	ponder	pondered	⋊ p a n d ɛ ɹ ⋉	⋊ p a n d ɛ ɹ d ⋉
1001	p i l	p i l d	peel	peeled	⋊ p i l ⋉	⋊ p i l d ⋉
1002	s p ɛ s ɪ f aɪ	s p ɛ s ɪ f aɪ d	specify	specified	⋊ s p ɛ s ɪ f a ɪ ⋉	⋊ s p ɛ s ɪ f a ɪ d ⋉
1003	m a k	m a k t	mock	mocked	⋊ m a k ⋉	⋊ m a k t ⋉
1004	f oʊ ɹ dʒ	f oʊ ɹ dʒ d	forge	forged	⋊ f o ɹ d ʒ ⋉	⋊ f o ɹ d ʒ d ⋉
1005	p ɹ a s ə k j u t	p ɹ a s ə k j u t ə d	prosecute	prosecuted	⋊ p ɹ a s ə k j u t ⋉	⋊ p ɹ a s ə k j u t ɪ d ⋉
1006	t ɪ k	t ɪ k t	tick	ticked	⋊ t ɪ k ⋉	⋊ t ɪ k t ⋉
1007	l u m	l u m d	loom	loomed	⋊ l u m ⋉	⋊ l u m d ⋉
1008	ɪ n d ʌ s t ɹ i ə l aɪ z	ɪ n d ʌ s t ɹ i ə l aɪ z d	industrialize	industrialized	⋊ ɪ n d ʌ s t ɹ i ə l a ɪ z ⋉	⋊ ɪ n d ʌ s t ɹ i ə l a ɪ z d ⋉
1009	oʊ m ɪ t	oʊ m ɪ t ə d	omit	omitted	⋊ o m ɪ t ⋉	⋊ o m ɪ t ɪ d ⋉
1010	s ɔ f ə n	s ɔ f ə n d	soften	softened	⋊ s ɔ f ə n ⋉	⋊ s ɔ f ə n d ⋉
1011	tʃ ɪ l	tʃ ɪ l d	chill	chilled	⋊ t ʃ ɪ l ⋉	⋊ t ʃ ɪ l d ⋉
1012	ɪ n t ɛ n s ɪ f aɪ	ɪ n t ɛ n s ɪ f aɪ d	intensify	intensified	⋊ ɪ n t ɛ n s ɪ f a ɪ ⋉	⋊ ɪ n t ɛ n s ɪ f a ɪ d ⋉
1013	d ɪ s ɪ p l ɪ n	d ɪ s ɪ p l ɪ n d	discipline	disciplined	⋊ d ɪ s ɪ p l ɪ n ⋉	⋊ d ɪ s ɪ p l ɪ n d ⋉
1014	ɪ n h ɪ b ɪ t	ɪ n h ɪ b ɪ t ə d	inhibit	inhibited	⋊ ɪ n h ɪ b ɪ t ⋉	⋊ ɪ n h ɪ b ɪ t ɪ d ⋉
1015	ɹ i z ə n	ɹ i z ə n d	reason	reasoned	⋊ ɹ i z ə n ⋉	⋊ ɹ i z ə n d ⋉
1016	d ɪ s t ɹ æ k t	d ɪ s t ɹ æ k t ə d	distract	distracted	⋊ d ɪ s t ɹ ɑ k t ⋉	⋊ d ɪ s t ɹ ɑ k t ɪ d ⋉
1017	k ə n f ɚ	k ə n f ɚ d	confer	conferred	⋊ k ə n f ɛ ɹ ⋉	⋊ k ə n f ɛ ɹ d ⋉
1018	m ɪ n ɪ m aɪ z	m ɪ n ɪ m aɪ z d	minimize	minimized	⋊ m ɪ n ɪ m a ɪ z ⋉	⋊ m ɪ n ɪ m a ɪ z d ⋉
1019	s p a n s ɚ	s p a n s ɚ d	sponsor	sponsored	⋊ s p a n s ɛ ɹ ⋉	⋊ s p a n s ɛ ɹ d ⋉
1020	p ɪ n tʃ	p ɪ n tʃ t	pinch	pinched	⋊ p ɪ n t ʃ ⋉	⋊ p ɪ n t ʃ t ⋉
1021	b oʊ ɹ d	b oʊ ɹ d ə d	board	boarded	⋊ b o ɹ d ⋉	⋊ b o ɹ d ɪ d ⋉
1022	s ʌ p l ə m ɛ n t	s ʌ p l ə m ɛ n t ə d	supplement	supplemented	⋊ s ʌ p l ə m ɛ n t ⋉	⋊ s ʌ p l ə m ɛ n t ɪ d ⋉
1023	n ɪ t	n ɪ t	knit	knitted	⋊ n ɪ t ⋉	⋊ n ɪ t ⋉
1024	f l æ t ə n	f l æ t ə n d	flatten	flattened	⋊ f l ɑ t ə n ⋉	⋊ f l ɑ t ə n d ⋉
1025	ɹ ɪ t ɹ i v	ɹ ɪ t ɹ i v d	retrieve	retrieved	⋊ ɹ ɪ t ɹ i v ⋉	⋊ ɹ ɪ t ɹ i v d ⋉
1026	n ʌ m b ɚ	n ʌ m b ɚ d	number	numbered	⋊ n ʌ m b ɛ ɹ ⋉	⋊ n ʌ m b ɛ ɹ d ⋉
1027	s k ɪ p	s k ɪ p t	skip	skipped	⋊ s k ɪ p ⋉	⋊ s k ɪ p t ⋉
1028	w eɪ l	w eɪ l d	wail	wailed	⋊ w e l ⋉	⋊ w e l d ⋉
1029	eɪ d	eɪ d ə d	aid	aided	⋊ e d ⋉	⋊ e d ɪ d ⋉
1030	ɛ dʒ	ɛ dʒ d	edge	edged	⋊ ɛ d ʒ ⋉	⋊ ɛ d ʒ d ⋉
1031	d ɪ s p ɛ n s	d ɪ s p ɛ n s t	dispense	dispensed	⋊ d ɪ s p ɛ n s ⋉	⋊ d ɪ s p ɛ n s t ⋉
1032	w i l	w i l d	wheel	wheeled	⋊ w i l ⋉	⋊ w i l d ⋉
1033	t ɛ s t ə f aɪ	t ɛ s t ə f aɪ d	testify	testified	⋊ t ɛ s t ə f a ɪ ⋉	⋊ t ɛ s t ə f a ɪ d ⋉
1034	s k æ n	s k æ n d	scan	scanned	⋊ s k ɑ n ⋉	⋊ s k ɑ n d ⋉
1035	ɹ ɛ k ə n s aɪ l	ɹ ɛ k ə n s aɪ l d	reconcile	reconciled	⋊ ɹ ɛ k ə n s a ɪ l ⋉	⋊ ɹ ɛ k ə n s a ɪ l d ⋉
1036	k ɹ ʌ m p ə l	k ɹ ʌ m p ə l d	crumple	crumpled	⋊ k ɹ ʌ m p ə l ⋉	⋊ k ɹ ʌ m p ə l d ⋉
1037	ɹ oʊ s t	ɹ oʊ s t ə d	roast	roasted	⋊ ɹ o s t ⋉	⋊ ɹ o s t ɪ d ⋉
1038	s p ɹ ɔ l	s p ɹ ɔ l d	sprawl	sprawled	⋊ s p ɹ ɔ l ⋉	⋊ s p ɹ ɔ l d ⋉
1039	b æ t ə l	b æ t ə l d	battle	battled	⋊ b ɑ t ə l ⋉	⋊ b ɑ t ə l d ⋉
1040	d w ɛ l	d w ɛ l t	dwell	dwelled	⋊ d w ɛ l ⋉	⋊ d w ɛ l t ⋉
1041	s ɪ g n ɪ f aɪ	s ɪ g n ɪ f aɪ d	signify	signified	⋊ s ɪ g n ɪ f a ɪ ⋉	⋊ s ɪ g n ɪ f a ɪ d ⋉
1042	t ɹ ɪ g ɚ	t ɹ ɪ g ɚ d	trigger	triggered	⋊ t ɹ ɪ g ɛ ɹ ⋉	⋊ t ɹ ɪ g ɛ ɹ d ⋉
1043	g ɹ ʌ n t	g ɹ ʌ n t ə d	grunt	grunted	⋊ g ɹ ʌ n t ⋉	⋊ g ɹ ʌ n t ɪ d ⋉
1044	oʊ v ɚ w ɛ l m	oʊ v ɚ w ɛ l m d	overwhelm	overwhelmed	⋊ o v ɛ ɹ w ɛ l m ⋉	⋊ o v ɛ ɹ w ɛ l m d ⋉
1045	ɪ v oʊ k	ɪ v oʊ k t	evoke	evoked	⋊ ɪ v o k ⋉	⋊ ɪ v o k t ⋉
1046	θ ɹ ɪ l	θ ɹ ɪ l d	thrill	thrilled	⋊ θ ɹ ɪ l ⋉	⋊ θ ɹ ɪ l d ⋉
1047	k ə n g ɹ æ tʃ ʊ l eɪ t	k ə n g ɹ æ tʃ ʊ l eɪ t ə d	congratulate	congratulated	⋊ k ə n g ɹ ɑ t ʃ ʊ l e t ⋉	⋊ k ə n g ɹ ɑ t ʃ ʊ l e t ɪ d ⋉
1048	d w ɪ n d ə l	d w ɪ n d ə l d	dwindle	dwindled	⋊ d w ɪ n d ə l ⋉	⋊ d w ɪ n d ə l d ⋉
1049	k l ɪ k	k l ɪ k t	click	clicked	⋊ k l ɪ k ⋉	⋊ k l ɪ k t ⋉
1050	n æ g	n æ g d	nag	nagged	⋊ n ɑ g ⋉	⋊ n ɑ g d ⋉
1051	b eɪ ð	b eɪ ð d	bathe	bathed	⋊ b e ð ⋉	⋊ b e ð d ⋉
1052	l u s ə n	l u s ə n d	loosen	loosened	⋊ l u s ə n ⋉	⋊ l u s ə n d ⋉
1053	ə l ɚ t	ə l ɚ t ə d	alert	alerted	⋊ ə l ɛ ɹ t ⋉	⋊ ə l ɛ ɹ t ɪ d ⋉
1054	d eɪ z	d eɪ z d	daze	dazed	⋊ d e z ⋉	⋊ d e z d ⋉
1055	dʒ ɛ s tʃ ɚ	dʒ ɛ s tʃ ɚ d	gesture	gestured	⋊ d ʒ ɛ s t ʃ ɛ ɹ ⋉	⋊ d ʒ ɛ s t ʃ ɛ ɹ d ⋉
1056	ɹ ɛ g j ʊ l eɪ t	ɹ ɛ g j ʊ l eɪ t ə d	regulate	regulated	⋊ ɹ ɛ g j ʊ l e t ⋉	⋊ ɹ ɛ g j ʊ l e t ɪ d ⋉
1057	ɪ k s p eɪ ɹ ɪ m ə n t	ɪ k s p eɪ ɹ ɪ m ə n t ə d	experiment	experimented	⋊ ɪ k s p e ɹ ɪ m ə n t ⋉	⋊ ɪ k s p e ɹ ɪ m ə n t ɪ d ⋉
1058	ɛ d ɪ t	ɛ d ɪ t ə d	edit	edited	⋊ ɛ d ɪ t ⋉	⋊ ɛ d ɪ t ɪ d ⋉
1059	k l æ s ɪ f aɪ	k l æ s ɪ f aɪ d	classify	classified	⋊ k l ɑ s ɪ f a ɪ ⋉	⋊ k l ɑ s ɪ f a ɪ d ⋉
1060	b i m	b i m d	beam	beamed	⋊ b i m ⋉	⋊ b i m d ⋉
1061	ɪ m b a d i	ɪ m b a d i d	embody	embodied	⋊ ɪ m b a d i ⋉	⋊ ɪ m b a d i d ⋉
1062	p aʊ n d	p aʊ n d ə d	pound	pounded	⋊ p a ʊ n d ⋉	⋊ p a ʊ n d ɪ d ⋉
1063	p ʌ f	p ʌ f t	puff	puffed	⋊ p ʌ f ⋉	⋊ p ʌ f t ⋉
1064	k oʊ m	k oʊ m d	comb	combed	⋊ k o m ⋉	⋊ k o m d ⋉
1065	w ɔ t ɚ	w ɔ t ɚ d	water	watered	⋊ w ɔ t ɛ ɹ ⋉	⋊ w ɔ t ɛ ɹ d ⋉
