lemma_ipa	past_ipa	celex_freq	lemma_orth	past_orth	past_type	past_type2	notes	lemma_unicode	past_unicode
ɪ s k ˈoʊ ɹ t	ɪ s k ˈoʊ ɹ t ɨ d	153	escort	escorted	∅ -> ɨ d	regular	NA	ɪskˈoɹt	ɪskˈoɹtɨd
f l ˈeɪ ɹ	f l ˈeɪ ɹ d	153	flare	flared	∅ -> d	regular	NA	flˈeɹ	flˈeɹd
m ˈæ s t ɚ	m ˈæ s t ɚ d	153	master	mastered	∅ -> d	regular	NA	mˈæstɚ	mˈæstɚd
p ɹ ˈoʊ b	p ɹ ˈoʊ b d	153	probe	probed	∅ -> d	regular	NA	pɹˈob	pɹˈobd
ʃ ˈɛ l t ɚ	ʃ ˈɛ l t ɚ d	153	shelter	sheltered	∅ -> d	regular	NA	ʃˈɛltɚ	ʃˈɛltɚd
w ˈɪ ð ɚ	w ˈɪ ð ɚ d	153	wither	withered	∅ -> d	regular	NA	wˈɪðɚ	wˈɪðɚd
b ɹ ˈu z	b ɹ ˈu z d	152	bruise	bruised	∅ -> d	regular	NA	bɹˈuz	bɹˈuzd
d ˈʌ s t	d ˈʌ s t ɨ d	152	dust	dusted	∅ -> ɨ d	regular	NA	dˈʌst	dˈʌstɨd
h ˈʌ n tʃ	h ˈʌ n tʃ t	152	hunch	hunched	∅ -> t	regular	NA	hˈʌnC	hˈʌnCt
l ˈæ ʃ	l ˈæ ʃ t	152	lash	lashed	∅ -> t	regular	NA	lˈæʃ	lˈæʃt
n ˈɝ s	n ˈɝ s t	152	nurse	nursed	∅ -> t	regular	NA	nˈɝs	nˈɝst
p ˈeɪ ɹ ə l aɪ z	p ˈeɪ ɹ ə l aɪ z d	152	paralyse	paralysed	∅ -> d	regular	NA	pˈeɹəlYz	pˈeɹəlYzd
s ˈu p ɚ v aɪ z	s ˈu p ɚ v aɪ z d	152	supervise	supervised	∅ -> d	regular	NA	sˈupɚvYz	sˈupɚvYzd
t ɹ æ n s ˈɛ n d	t ɹ æ n s ˈɛ n d ɨ d	152	transcend	transcended	∅ -> ɨ d	regular	NA	tɹænsˈɛnd	tɹænsˈɛndɨd
t ɹ ˈɪ m	t ɹ ˈɪ m d	152	trim	trimmed	∅ -> d	regular	NA	tɹˈɪm	tɹˈɪmd
ˈeɪ dʒ	ˈeɪ dʒ d	151	age	aged	∅ -> d	regular	NA	ˈeJ	ˈeJd
ˈeɪ l i ə n eɪ t	ˈeɪ l i ə n eɪ t ɨ d	151	alienate	alienated	∅ -> ɨ d	regular	NA	ˈeliənet	ˈeliənetɨd
d ˈa ɹ t	d ˈa ɹ t ɨ d	151	dart	darted	∅ -> ɨ d	regular	NA	dˈaɹt	dˈaɹtɨd
d ɪ dʒ ˈɛ s t	d ɪ dʒ ˈɛ s t ɨ d	151	digest	digested	∅ -> ɨ d	regular	NA	dɪJˈɛst	dɪJˈɛstɨd
ɪ v ˈæ l j u eɪ t	ɪ v ˈæ l j u eɪ t ɨ d	151	evaluate	evaluated	∅ -> ɨ d	regular	NA	ɪvˈæljuet	ɪvˈæljuetɨd
g ɹ ˈʌ m b ə l	g ɹ ˈʌ m b ə l d	151	grumble	grumbled	∅ -> d	regular	NA	gɹˈʌmbəl	gɹˈʌmbəld
m ˈɛ n d	m ˈɛ n d ɨ d	151	mend	mended	∅ -> ɨ d	regular	NA	mˈɛnd	mˈɛndɨd
p l ˈʌ k	p l ˈʌ k t	151	pluck	plucked	∅ -> t	regular	NA	plˈʌk	plˈʌkt
s ˈæ g	s ˈæ g d	151	sag	sagged	∅ -> d	regular	NA	sˈæg	sˈægd
s ɪ d ˈu s	s ɪ d ˈu s t	151	seduce	seduced	∅ -> t	regular	NA	sɪdˈus	sɪdˈust
s t ˈɪ ŋ	s t ˈʌ ŋ	151	sting	stung	ɪ -> ʌ	irregular	NA	stˈɪŋ	stˈʌŋ
ˈa ɹ tʃ	ˈa ɹ tʃ t	150	arch	arched	∅ -> t	regular	NA	ˈaɹC	ˈaɹCt
k ə m ˈɪ ʃ ə n	k ə m ˈɪ ʃ ə n d	150	commission	commissioned	∅ -> d	regular	NA	kəmˈɪʃən	kəmˈɪʃənd
s t ˈɔ k	s t ˈɔ k t	150	stalk	stalked	∅ -> t	regular	NA	stˈɔk	stˈɔkt
j u n ˈaɪ t	j u n ˈaɪ t ɨ d	150	unite	united	∅ -> ɨ d	regular	NA	junˈYt	junˈYtɨd
b ˈu s t	b ˈu s t ɨ d	149	boost	boosted	∅ -> ɨ d	regular	NA	bˈust	bˈustɨd
s ˈɛ n t ɹ ə l aɪ z	s ˈɛ n t ɹ ə l aɪ z d	149	centralize	centralized	∅ -> d	regular	NA	sˈɛntɹəlYz	sˈɛntɹəlYzd
m ə t ʃ ˈu ɹ	m ə t ʃ ˈu ɹ d	149	mature	matured	∅ -> d	regular	NA	mətʃˈuɹ	mətʃˈuɹd
s k ɹ ˈi n	s k ɹ ˈi n d	149	screen	screened	∅ -> d	regular	NA	skɹˈin	skɹˈind
w ˈeɪ d	w ˈeɪ d ɨ d	149	wade	waded	∅ -> ɨ d	regular	NA	wˈed	wˈedɨd
d ɪ v ˈaʊ ɚ	d ɪ v ˈaʊ ɚ d	148	devour	devoured	∅ -> d	regular	NA	dɪvˈWɚ	dɪvˈWɚd
d ɹ ˈu p	d ɹ ˈu p t	148	droop	drooped	∅ -> t	regular	NA	dɹˈup	dɹˈupt
s ˈɪ m b ə l aɪ z	s ˈɪ m b ə l aɪ z d	148	symbolize	symbolized	∅ -> d	regular	NA	sˈɪmbəlYz	sˈɪmbəlYzd
b l ˈɛ n d	b l ˈɛ n d ɨ d	147	blend	blended	∅ -> ɨ d	regular	NA	blˈɛnd	blˈɛndɨd
p l ˈa t	p l ˈa t ɨ d	147	plot	plotted	∅ -> ɨ d	regular	NA	plˈat	plˈatɨd
ɹ ˈɪ n s	ɹ ˈɪ n s t	147	rinse	rinsed	∅ -> t	regular	NA	ɹˈɪns	ɹˈɪnst
k ˈʌ p ə l	k ˈʌ p ə l d	146	couple	coupled	∅ -> d	regular	NA	kˈʌpəl	kˈʌpəld
p ə z ˈɪ ʃ ə n	p ə z ˈɪ ʃ ə n d	146	position	positioned	∅ -> d	regular	NA	pəzˈɪʃən	pəzˈɪʃənd
ʃ ˈa p	ʃ ˈa p t	146	shop	shopped	∅ -> t	regular	NA	ʃˈap	ʃˈapt
s ˈʌ m ə ɹ aɪ z	s ˈʌ m ə ɹ aɪ z d	146	summarize	summarized	∅ -> d	regular	NA	sˈʌməɹYz	sˈʌməɹYzd
b l ˈæ k	b l ˈæ k t	145	black	blacked	∅ -> t	regular	NA	blˈæk	blˈækt
k ɹ ˈi k	k ɹ ˈi k t	145	creak	creaked	∅ -> t	regular	NA	kɹˈik	kɹˈikt
ɪ n d ˈeɪ n dʒ ɚ	ɪ n d ˈeɪ n dʒ ɚ d	145	endanger	endangered	∅ -> d	regular	NA	ɪndˈenJɚ	ɪndˈenJɚd
h ɚ ˈæ s	h ɚ ˈæ s t	145	harass	harassed	∅ -> t	regular	NA	hɚˈæs	hɚˈæst
t oʊ ɹ m ˈɛ n t	t oʊ ɹ m ˈɛ n t ɨ d	145	torment	tormented	∅ -> ɨ d	regular	NA	toɹmˈɛnt	toɹmˈɛntɨd
b ˈɛ k ə n	b ˈɛ k ə n d	144	beckon	beckoned	∅ -> d	regular	NA	bˈɛkən	bˈɛkənd
d ˈaɪ ə l	d ˈaɪ ə l d	144	dial	dialled	∅ -> d	regular	NA	dˈYəl	dˈYəld
ɪ n v ˈoʊ k	ɪ n v ˈoʊ k t	144	invoke	invoked	∅ -> t	regular	NA	ɪnvˈok	ɪnvˈokt
p ˈoʊ s t	p ˈoʊ s t ɨ d	144	post	posted	∅ -> ɨ d	regular	NA	pˈost	pˈostɨd
s t ˈoʊ ɹ m	s t ˈoʊ ɹ m d	144	storm	stormed	∅ -> d	regular	NA	stˈoɹm	stˈoɹmd
d ɪ s ɹ ˈʌ p t	d ɪ s ɹ ˈʌ p t ɨ d	143	disrupt	disrupted	∅ -> ɨ d	regular	NA	dɪsɹˈʌpt	dɪsɹˈʌptɨd
s l ˈoʊ p	s l ˈoʊ p t	143	slope	sloped	∅ -> t	regular	NA	slˈop	slˈopt
k l ˈeɪ ɹ ɪ f aɪ	k l ˈeɪ ɹ ɪ f aɪ d	142	clarify	clarified	∅ -> d	regular	NA	klˈeɹɪfY	klˈeɹɪfYd
p ˈi ɹ s	p ˈi ɹ s t	142	pierce	pierced	∅ -> t	regular	NA	pˈiɹs	pˈiɹst
ʃ ˈoʊ ɹ t ə n	ʃ ˈoʊ ɹ t ə n d	142	shorten	shortened	∅ -> d	regular	NA	ʃˈoɹtən	ʃˈoɹtənd
w ˈɪ ŋ k	w ˈɪ ŋ k t	142	wink	winked	∅ -> t	regular	NA	wˈɪŋk	wˈɪŋkt
d ˈaɪ	d ˈaɪ d	141	dye	dyed	∅ -> d	regular	NA	dˈY	dˈYd
l ˈɛ s ə n	l ˈɛ s ə n d	141	lessen	lessened	∅ -> d	regular	NA	lˈɛsən	lˈɛsənd
s ˈaɪ l ə n s	s ˈaɪ l ə n s t	141	silence	silenced	∅ -> t	regular	NA	sˈYləns	sˈYlənst
s w ˈoʊ ɹ m	s w ˈoʊ ɹ m d	141	swarm	swarmed	∅ -> d	regular	NA	swˈoɹm	swˈoɹmd
t ɹ ˈæ m p ə l	t ɹ ˈæ m p ə l d	141	trample	trampled	∅ -> d	regular	NA	tɹˈæmpəl	tɹˈæmpəld
k l ˈæ m b ɚ	k l ˈæ m b ɚ d	140	clamber	clambered	∅ -> d	regular	NA	klˈæmbɚ	klˈæmbɚd
p aɪ ə n ˈi ɹ	p aɪ ə n ˈi ɹ d	140	pioneer	pioneered	∅ -> d	regular	NA	pYənˈiɹ	pYənˈiɹd
s t ˈæ b	s t ˈæ b d	140	stab	stabbed	∅ -> d	regular	NA	stˈæb	stˈæbd
b ˈa b	b ˈa b d	139	bob	bobbed	∅ -> d	regular	NA	bˈab	bˈabd
m ˈæ k s ɪ m aɪ z	m ˈæ k s ɪ m aɪ z d	139	maximize	maximized	∅ -> d	regular	NA	mˈæksɪmYz	mˈæksɪmYzd
v a l ə n t ˈi ɹ	v a l ə n t ˈi ɹ d	139	volunteer	volunteered	∅ -> d	regular	NA	valəntˈiɹ	valəntˈiɹd
ɹ ˈɛ s ə l	ɹ ˈɛ s ə l d	139	wrestle	wrestled	∅ -> d	regular	NA	ɹˈɛsəl	ɹˈɛsəld
ˈɔ θ ə ɹ aɪ z	ˈɔ θ ə ɹ aɪ z d	138	authorize	authorized	∅ -> d	regular	NA	ˈɔθəɹYz	ˈɔθəɹYzd
s ˈɔɪ l	s ˈɔɪ l d	138	soil	soiled	∅ -> d	regular	NA	sˈOl	sˈOld
t ˈaɪ ɚ	t ˈaɪ ɚ d	138	tire	tired	∅ -> d	regular	NA	tˈYɚ	tˈYɚd
ˈæ ŋ g ɚ	ˈæ ŋ g ɚ d	137	anger	angered	∅ -> d	regular	NA	ˈæŋgɚ	ˈæŋgɚd
ə v ˈɝ t	ə v ˈɝ t ɨ d	137	avert	averted	∅ -> ɨ d	regular	NA	əvˈɝt	əvˈɝtɨd
k a m p ɹ ɪ h ˈɛ n d	k a m p ɹ ɪ h ˈɛ n d ɨ d	137	comprehend	comprehended	∅ -> ɨ d	regular	NA	kampɹɪhˈɛnd	kampɹɪhˈɛndɨd
d ˈi p ə n	d ˈi p ə n d	137	deepen	deepened	∅ -> d	regular	NA	dˈipən	dˈipənd
m ˈoʊ l d	m ˈoʊ l d ɨ d	137	mould	moulded	∅ -> ɨ d	regular	NA	mˈold	mˈoldɨd
m ˈʌ f ə l	m ˈʌ f ə l d	137	muffle	muffled	∅ -> d	regular	NA	mˈʌfəl	mˈʌfəld
s k ˈɪ m	s k ˈɪ m d	137	skim	skimmed	∅ -> d	regular	NA	skˈɪm	skˈɪmd
t ɹ ˈɪ k ə l	t ɹ ˈɪ k ə l d	137	trickle	trickled	∅ -> d	regular	NA	tɹˈɪkəl	tɹˈɪkəld
tʃ ˈæ n t	tʃ ˈæ n t ɨ d	136	chant	chanted	∅ -> ɨ d	regular	NA	Cˈænt	Cˈæntɨd
k ɹ ˈa p	k ɹ ˈa p t	136	crop	cropped	∅ -> t	regular	NA	kɹˈap	kɹˈapt
ˈɪ n t ɹ ə s t	ˈɪ n t ɹ ə s t ɨ d	136	interest	interested	∅ -> ɨ d	regular	NA	ˈɪntɹəst	ˈɪntɹəstɨd
p ɹ ə t ɹ ˈu d	p ɹ ə t ɹ ˈu d ɨ d	136	protrude	protruded	∅ -> ɨ d	regular	NA	pɹətɹˈud	pɹətɹˈudɨd
b ˈʌ z	b ˈʌ z d	135	buzz	buzzed	∅ -> d	regular	NA	bˈʌz	bˈʌzd
k ɹ ˈaʊ d	k ɹ ˈaʊ d ɨ d	135	crowd	crowded	∅ -> ɨ d	regular	NA	kɹˈWd	kɹˈWdɨd
ɪ v ˈeɪ d	ɪ v ˈeɪ d ɨ d	135	evade	evaded	∅ -> ɨ d	regular	NA	ɪvˈed	ɪvˈedɨd
g ɹ ˈeɪ d	g ɹ ˈeɪ d ɨ d	135	grade	graded	∅ -> ɨ d	regular	NA	gɹˈed	gɹˈedɨd
m ˈɛ s	m ˈɛ s t	135	mess	messed	∅ -> t	regular	NA	mˈɛs	mˈɛst
ɹ ˈɪ g ə l	ɹ ˈɪ g ə l d	135	wriggle	wriggled	∅ -> d	regular	NA	ɹˈɪgəl	ɹˈɪgəld
j ˈɔ n	j ˈɔ n d	135	yawn	yawned	∅ -> d	regular	NA	jˈɔn	jˈɔnd
k ˈa m p l ə k eɪ t	k ˈa m p l ə k eɪ t ɨ d	134	complicate	complicated	∅ -> ɨ d	regular	NA	kˈampləket	kˈampləketɨd
l ˈɪ t ɚ	l ˈɪ t ɚ d	134	litter	littered	∅ -> d	regular	NA	lˈɪtɚ	lˈɪtɚd
p ɹ oʊ h ˈɪ b ə t	p ɹ oʊ h ˈɪ b ə t ɨ d	134	prohibit	prohibited	∅ -> ɨ d	regular	NA	pɹohˈɪbət	pɹohˈɪbətɨd
s k ˈeɪ ɹ	s k ˈeɪ ɹ d	134	scare	scared	∅ -> d	regular	NA	skˈeɹ	skˈeɹd
s t ˈu p	s t ˈu p t	134	stoop	stooped	∅ -> t	regular	NA	stˈup	stˈupt
d ɪ m ˈa l ɪ ʃ	d ɪ m ˈa l ɪ ʃ t	133	demolish	demolished	∅ -> t	regular	NA	dɪmˈalɪʃ	dɪmˈalɪʃt
d ɹ ˈeɪ p	d ɹ ˈeɪ p t	133	drape	draped	∅ -> t	regular	NA	dɹˈep	dɹˈept
ɪ n ɹ ˈɪ tʃ	ɪ n ɹ ˈɪ tʃ t	132	enrich	enriched	∅ -> t	regular	NA	ɪnɹˈɪC	ɪnɹˈɪCt
l ˈa dʒ	l ˈa dʒ d	132	lodge	lodged	∅ -> d	regular	NA	lˈaJ	lˈaJd
b ˈæ f ə l	b ˈæ f ə l d	131	baffle	baffled	∅ -> d	regular	NA	bˈæfəl	bˈæfəld
k a n t ɹ ə d ˈɪ k t	k a n t ɹ ə d ˈɪ k t ɨ d	131	contradict	contradicted	∅ -> ɨ d	regular	NA	kantɹədˈɪkt	kantɹədˈɪktɨd
d ɪ t ˈi ɹ i ə ɹ eɪ t	d ɪ t ˈi ɹ i ə ɹ eɪ t ɨ d	131	deteriorate	deteriorated	∅ -> ɨ d	regular	NA	dɪtˈiɹiəɹet	dɪtˈiɹiəɹetɨd
n ˈɝ ɪ ʃ	n ˈɝ ɪ ʃ t	131	nourish	nourished	∅ -> t	regular	NA	nˈɝɪʃ	nˈɝɪʃt
ɹ ˈoʊ m	ɹ ˈoʊ m d	131	roam	roamed	∅ -> d	regular	NA	ɹˈom	ɹˈomd
θ ɹ ˈæ ʃ	θ ɹ ˈæ ʃ t	131	thrash	thrashed	∅ -> t	regular	NA	θɹˈæʃ	θɹˈæʃt
j ˈu t ə l aɪ z	j ˈu t ə l aɪ z d	131	utilize	utilized	∅ -> d	regular	NA	jˈutəlYz	jˈutəlYzd
v ˈaɪ ə l eɪ t	v ˈaɪ ə l eɪ t ɨ d	131	violate	violated	∅ -> ɨ d	regular	NA	vˈYəlet	vˈYəletɨd
b l ˈeɪ z	b l ˈeɪ z d	130	blaze	blazed	∅ -> d	regular	NA	blˈez	blˈezd
d ˈaʊ n	d ˈaʊ n d	130	down	downed	∅ -> d	regular	NA	dˈWn	dˈWnd
f l ˈaʊ ɚ	f l ˈaʊ ɚ d	130	flower	flowered	∅ -> d	regular	NA	flˈWɚ	flˈWɚd
p ˈʌ b l ə s aɪ z	p ˈʌ b l ə s aɪ z d	130	publicize	publicized	∅ -> d	regular	NA	pˈʌbləsYz	pˈʌbləsYzd
ɹ ɪ b ˈɛ l	ɹ ɪ b ˈɛ l d	130	rebel	rebelled	∅ -> d	regular	NA	ɹɪbˈɛl	ɹɪbˈɛld
s ˈu ð	s ˈu ð d	130	soothe	soothed	∅ -> d	regular	NA	sˈuð	sˈuðd
ɹ ˈaɪ ð	ɹ ˈaɪ ð d	130	writhe	writhed	∅ -> d	regular	NA	ɹˈYð	ɹˈYðd
d ˈɛ z ɪ g n eɪ t	d ˈɛ z ɪ g n eɪ t ɨ d	129	designate	designated	∅ -> ɨ d	regular	NA	dˈɛzɪgnet	dˈɛzɪgnetɨd
h ˈeɪ l	h ˈeɪ l d	129	hail	hailed	∅ -> d	regular	NA	hˈel	hˈeld
m ˈeɪ t	m ˈeɪ t ɨ d	129	mate	mated	∅ -> ɨ d	regular	NA	mˈet	mˈetɨd
ɹ ˈeɪ d	ɹ ˈeɪ d ɨ d	129	raid	raided	∅ -> ɨ d	regular	NA	ɹˈed	ɹˈedɨd
s ˈɛ v ɚ	s ˈɛ v ɚ d	129	sever	severed	∅ -> d	regular	NA	sˈɛvɚ	sˈɛvɚd
k ə n s ˈa l ɪ d eɪ t	k ə n s ˈa l ɪ d eɪ t ɨ d	128	consolidate	consolidated	∅ -> ɨ d	regular	NA	kənsˈalɪdet	kənsˈalɪdetɨd
d ɪ p l ˈoʊ ɹ	d ɪ p l ˈoʊ ɹ d	128	deplore	deplored	∅ -> d	regular	NA	dɪplˈoɹ	dɪplˈoɹd
i m ˈɪ t	i m ˈɪ t ɨ d	128	emit	emitted	∅ -> ɨ d	regular	NA	imˈɪt	imˈɪtɨd
s ˈɪ m p l ɪ f aɪ	s ˈɪ m p l ɪ f aɪ d	128	simplify	simplified	∅ -> d	regular	NA	sˈɪmplɪfY	sˈɪmplɪfYd
ə s p ˈaɪ ɚ	ə s p ˈaɪ ɚ d	127	aspire	aspired	∅ -> d	regular	NA	əspˈYɚ	əspˈYɚd
m ˈæ g n ɪ f aɪ	m ˈæ g n ɪ f aɪ d	127	magnify	magnified	∅ -> d	regular	NA	mˈægnɪfY	mˈægnɪfYd
s l ˈʌ m p	s l ˈʌ m p t	127	slump	slumped	∅ -> t	regular	NA	slˈʌmp	slˈʌmpt
b l ˈæ s t	b l ˈæ s t ɨ d	126	blast	blasted	∅ -> ɨ d	regular	NA	blˈæst	blˈæstɨd
b ˈʌ t ə n	b ˈʌ t ə n d	126	button	buttoned	∅ -> d	regular	NA	bˈʌtən	bˈʌtənd
k ə n f ˈaɪ d	k ə n f ˈaɪ d ɨ d	126	confide	confided	∅ -> ɨ d	regular	NA	kənfˈYd	kənfˈYdɨd
d ˈoʊ z	d ˈoʊ z d	126	doze	dozed	∅ -> d	regular	NA	dˈoz	dˈozd
f ə s ˈɪ l ə t eɪ t	f ə s ˈɪ l ə t eɪ t ɨ d	126	facilitate	facilitated	∅ -> ɨ d	regular	NA	fəsˈɪlətet	fəsˈɪlətetɨd
l ˈɝ tʃ	l ˈɝ tʃ t	126	lurch	lurched	∅ -> t	regular	NA	lˈɝC	lˈɝCt
ɹ ˈæ ŋ k	ɹ ˈæ ŋ k t	126	rank	ranked	∅ -> t	regular	NA	ɹˈæŋk	ɹˈæŋkt
s l ˈɔ t ɚ	s l ˈɔ t ɚ d	126	slaughter	slaughtered	∅ -> d	regular	NA	slˈɔtɚ	slˈɔtɚd
s p ɹ ˈaʊ t	s p ɹ ˈaʊ t ɨ d	126	sprout	sprouted	∅ -> ɨ d	regular	NA	spɹˈWt	spɹˈWtɨd
f ˈæ ʃ ə n	f ˈæ ʃ ə n d	125	fashion	fashioned	∅ -> d	regular	NA	fˈæʃən	fˈæʃənd
s t ˈeɪ ʃ ə n	s t ˈeɪ ʃ ə n d	125	station	stationed	∅ -> d	regular	NA	stˈeʃən	stˈeʃənd
θ ˈɪ n	θ ˈɪ n d	125	thin	thinned	∅ -> d	regular	NA	θˈɪn	θˈɪnd
t ɹ ˈɪ p	t ɹ ˈɪ p t	125	trip	tripped	∅ -> t	regular	NA	tɹˈɪp	tɹˈɪpt
ˈɔ l t ɚ n eɪ t	ˈɔ l t ɚ n eɪ t ɨ d	124	alternate	alternated	∅ -> ɨ d	regular	NA	ˈɔltɚnet	ˈɔltɚnetɨd
dʒ ˈɛ n ə ɹ ə l aɪ z	dʒ ˈɛ n ə ɹ ə l aɪ z d	124	generalize	generalized	∅ -> d	regular	NA	JˈɛnəɹəlYz	JˈɛnəɹəlYzd
ɹ ˈeɪ n	ɹ ˈeɪ n d	124	reign	reigned	∅ -> d	regular	NA	ɹˈen	ɹˈend
s k ˈu p	s k ˈu p t	124	scoop	scooped	∅ -> t	regular	NA	skˈup	skˈupt
s k w ˈɪ n t	s k w ˈɪ n t ɨ d	124	squint	squinted	∅ -> ɨ d	regular	NA	skwˈɪnt	skwˈɪntɨd
d ˈʌ k	d ˈʌ k t	123	duck	ducked	∅ -> t	regular	NA	dˈʌk	dˈʌkt
m ˈæ n ɪ f ɛ s t	m ˈæ n ɪ f ɛ s t ɨ d	123	manifest	manifested	∅ -> ɨ d	regular	NA	mˈænɪfɛst	mˈænɪfɛstɨd
ɹ ɪ v ˈa l v	ɹ ɪ v ˈa l v d	123	revolve	revolved	∅ -> d	regular	NA	ɹɪvˈalv	ɹɪvˈalvd
k ˈa k	k ˈa k t	122	cock	cocked	∅ -> t	regular	NA	kˈak	kˈakt
f l ˈɪ p	f l ˈɪ p t	122	flip	flipped	∅ -> t	regular	NA	flˈɪp	flˈɪpt
g ˈi ɹ	g ˈi ɹ d	122	gear	geared	∅ -> d	regular	NA	gˈiɹ	gˈiɹd
ˈʌ ʃ ɚ	ˈʌ ʃ ɚ d	122	usher	ushered	∅ -> d	regular	NA	ˈʌʃɚ	ˈʌʃɚd
w ˈɪ s k	w ˈɪ s k t	122	whisk	whisked	∅ -> t	regular	NA	wˈɪsk	wˈɪskt
w ˈi l d	w ˈi l d ɨ d	122	wield	wielded	∅ -> ɨ d	regular	NA	wˈild	wˈildɨd
b ˈʌ b ə l	b ˈʌ b ə l d	121	bubble	bubbled	∅ -> d	regular	NA	bˈʌbəl	bˈʌbəld
k ˈæ ʃ	k ˈæ ʃ t	121	cash	cashed	∅ -> t	regular	NA	kˈæʃ	kˈæʃt
g ˈeɪ p	g ˈeɪ p t	121	gape	gaped	∅ -> t	regular	NA	gˈep	gˈept
ɹ ˈɛ l ɪ ʃ	ɹ ˈɛ l ɪ ʃ t	121	relish	relished	∅ -> t	regular	NA	ɹˈɛlɪʃ	ɹˈɛlɪʃt
s k ɹ ˈɪ b ə l	s k ɹ ˈɪ b ə l d	121	scribble	scribbled	∅ -> d	regular	NA	skɹˈɪbəl	skɹˈɪbəld
θ ˈʌ m p	θ ˈʌ m p t	121	thump	thumped	∅ -> t	regular	NA	θˈʌmp	θˈʌmpt
ɪ f ˈɛ k t	ɪ f ˈɛ k t ɨ d	120	effect	effected	∅ -> ɨ d	regular	NA	ɪfˈɛkt	ɪfˈɛktɨd
f ˈɪ d ə l	f ˈɪ d ə l d	120	fiddle	fiddled	∅ -> d	regular	NA	fˈɪdəl	fˈɪdəld
h ˈʌ ʃ	h ˈʌ ʃ t	120	hush	hushed	∅ -> t	regular	NA	hˈʌʃ	hˈʌʃt
m ˈæ n	m ˈæ n d	120	man	manned	∅ -> d	regular	NA	mˈæn	mˈænd
n ˈoʊ t ɪ f aɪ	n ˈoʊ t ɪ f aɪ d	120	notify	notified	∅ -> d	regular	NA	nˈotɪfY	nˈotɪfYd
p l ˈʌ g	p l ˈʌ g d	120	plug	plugged	∅ -> d	regular	NA	plˈʌg	plˈʌgd
s m ˈʌ ð ɚ	s m ˈʌ ð ɚ d	120	smother	smothered	∅ -> d	regular	NA	smˈʌðɚ	smˈʌðɚd
ɹ ˈɪ ŋ	ɹ ˈʌ ŋ	120	wring	wrung	ɪ -> ʌ	irregular	NA	ɹˈɪŋ	ɹˈʌŋ
ɹ ɪ k ˈɝ	ɹ ɪ k ˈɝ d	119	recur	recurred	∅ -> d	regular	NA	ɹɪkˈɝ	ɹɪkˈɝd
k ə m p j ˈu t	k ə m p j ˈu t ɨ d	118	compute	computed	∅ -> ɨ d	regular	NA	kəmpjˈut	kəmpjˈutɨd
m ə n ˈu v ɚ	m ə n ˈu v ɚ d	118	manoeuvre	manoeuvred	∅ -> d	regular	NA	mənˈuvɚ	mənˈuvɚd
p ˈeɪ ɹ ɪ ʃ	p ˈeɪ ɹ ɪ ʃ t	118	perish	perished	∅ -> t	regular	NA	pˈeɹɪʃ	pˈeɹɪʃt
ɹ ɪ f ɹ ˈeɪ n	ɹ ɪ f ɹ ˈeɪ n d	118	refrain	refrained	∅ -> d	regular	NA	ɹɪfɹˈen	ɹɪfɹˈend
s n ˈa ɹ l	s n ˈa ɹ l d	118	snarl	snarled	∅ -> d	regular	NA	snˈaɹl	snˈaɹld
v ˈɪ ʒ u ə l aɪ z	v ˈɪ ʒ u ə l aɪ z d	118	visualize	visualized	∅ -> d	regular	NA	vˈɪʒuəlYz	vˈɪʒuəlYzd
k l ˈæ t ɚ	k l ˈæ t ɚ d	117	clatter	clattered	∅ -> d	regular	NA	klˈætɚ	klˈætɚd
ɪ m b ɹ ˈɔɪ d ɚ	ɪ m b ɹ ˈɔɪ d ɚ d	117	embroider	embroidered	∅ -> d	regular	NA	ɪmbɹˈOdɚ	ɪmbɹˈOdɚd
f ˈeɪ n t	f ˈeɪ n t ɨ d	117	faint	fainted	∅ -> ɨ d	regular	NA	fˈent	fˈentɨd
l ˈɪ m p	l ˈɪ m p t	117	limp	limped	∅ -> t	regular	NA	lˈɪmp	lˈɪmpt
g l ˈaɪ d	g l ˈaɪ d ɨ d	116	glide	glided	∅ -> ɨ d	regular	NA	glˈYd	glˈYdɨd
ɹ ˈæ l i	ɹ ˈæ l i d	116	rally	rallied	∅ -> d	regular	NA	ɹˈæli	ɹˈælid
ʃ ˈɪ m ɚ	ʃ ˈɪ m ɚ d	116	shimmer	shimmered	∅ -> d	regular	NA	ʃˈɪmɚ	ʃˈɪmɚd
w ˈaɪ n	w ˈaɪ n d	116	whine	whined	∅ -> d	regular	NA	wˈYn	wˈYnd
k ə ɹ ˈɛ s	k ə ɹ ˈɛ s t	115	caress	caressed	∅ -> t	regular	NA	kəɹˈɛs	kəɹˈɛst
k l ˈʌ s t ɚ	k l ˈʌ s t ɚ d	115	cluster	clustered	∅ -> d	regular	NA	klˈʌstɚ	klˈʌstɚd
d ɪ s k ɹ ˈɪ m ɪ n eɪ t	d ɪ s k ɹ ˈɪ m ɪ n eɪ t ɨ d	115	discriminate	discriminated	∅ -> ɨ d	regular	NA	dɪskɹˈɪmɪnet	dɪskɹˈɪmɪnetɨd
s t ˈɛ d i	s t ˈɛ d i d	115	steady	steadied	∅ -> d	regular	NA	stˈɛdi	stˈɛdid
b ˈæ n ɪ ʃ	b ˈæ n ɪ ʃ t	114	banish	banished	∅ -> t	regular	NA	bˈænɪʃ	bˈænɪʃt
