# Google doc
lemma_ipa	past_ipa	celex_freq	lemma_orth	past_orth	past_type	past_type2	notes	lemma_orig	past_orig
w ˈɪ ŋ k	w ˈɪ ŋ k t	142	wink	winked	∅ -> t	regular	NA	wČINk	wČINkt
d ɪ s ˈɪ n t ə g ɹ eɪ t	d ɪ s ˈɪ n t ə g ɹ eɪ t ə d	141	disintegrate	disintegrated	∅ -> ɪ d	regular	NA	dIsČIntŤgret	dIsČIntŤgretŤd
d ˈaɪ	d ˈaɪ d	141	dye	dyed	∅ -> d	regular	NA	dČY	dČYd
l ˈɛ s ə n	l ˈɛ s ə n d	141	lessen	lessened	∅ -> d	regular	NA	lČEsŤn	lČEsŤnd
ɹ i p ˈeɪ	ɹ i p ˈeɪ d	141	repay	repaid	∅ -> d	regular	NA	ripČe	ripČed
s ˈaɪ l ə n s	s ˈaɪ l ə n s t	141	silence	silenced	∅ -> t	regular	NA	sČYlŤns	sČYlŤnst
s w ˈoʊ ɹ m	s w ˈoʊ ɹ m d	141	swarm	swarmed	∅ -> d	regular	NA	swČorm	swČormd
t ɹ ˈæ m p ə l	t ɹ ˈæ m p ə l d	141	trample	trampled	∅ -> d	regular	NA	trČQmpŤl	trČQmpŤld
k l ˈæ m b ɚ	k l ˈæ m b ɚ d	140	clamber	clambered	∅ -> d	regular	NA	klČQmbŐ	klČQmbŐd
d ɪ s k l ˈoʊ z	d ɪ s k l ˈoʊ z d	140	disclose	disclosed	∅ -> d	regular	NA	dIsklČoz	dIsklČozd
p aɪ ə n ˈi ɹ	p aɪ ə n ˈi ɹ d	140	pioneer	pioneered	∅ -> d	regular	NA	pYŤnČir	pYŤnČird
ɹ ɪ z ˈoʊ ɹ t	ɹ ɪ z ˈoʊ ɹ t ə d	140	resort	resorted	∅ -> ɪ d	regular	NA	rIzČort	rIzČortŤd
s t ˈæ b	s t ˈæ b d	140	stab	stabbed	∅ -> d	regular	NA	stČQb	stČQbd
b ˈa b	b ˈa b d	139	bob	bobbed	∅ -> d	regular	NA	bČab	bČabd
d ɪ g ɹ ˈeɪ d	d ɪ g ɹ ˈeɪ d ə d	139	degrade	degraded	∅ -> ɪ d	regular	NA	dIgrČed	dIgrČedŤd
m ˈæ k s ɪ m aɪ z	m ˈæ k s ɪ m aɪ z d	139	maximize	maximized	∅ -> d	regular	NA	mČQksImYz	mČQksImYzd
oʊ v ɚ k ɹ ˈaʊ d	oʊ v ɚ k ɹ ˈaʊ d ə d	139	overcrowd	overcrowded	∅ -> ɪ d	regular	NA	ovŐkrČWd	ovŐkrČWdŤd
v a l ə n t ˈi ɹ	v a l ə n t ˈi ɹ d	139	volunteer	volunteered	∅ -> d	regular	NA	valŤntČir	valŤntČird
ɹ ˈɛ s ə l	ɹ ˈɛ s ə l d	139	wrestle	wrestled	∅ -> d	regular	NA	rČEsŤl	rČEsŤld
ˈɔ θ ə ɹ aɪ z	ˈɔ θ ə ɹ aɪ z d	138	authorize	authorized	∅ -> d	regular	NA	ČTŤrYz	ČTŤrYzd
s ˈɔɪ l	s ˈɔɪ l d	138	soil	soiled	∅ -> d	regular	NA	sČOl	sČOld
t ˈaɪ ɚ	t ˈaɪ ɚ d	138	tire	tired	∅ -> d	regular	NA	tČYŐ	tČYŐd
ˈæ ŋ g ɚ	ˈæ ŋ g ɚ d	137	anger	angered	∅ -> d	regular	NA	ČQNgŐ	ČQNgŐd
ə v ˈɚ t	ə v ˈɚ t ə d	137	avert	averted	∅ -> ɪ d	regular	NA	ŤvČŐt	ŤvČŐtŤd
k ə m p ˈaʊ n d	k ə m p ˈaʊ n d ə d	137	compound	compounded	∅ -> ɪ d	regular	NA	kŤmpČWnd	kŤmpČWndŤd
k a m p ɹ ɪ h ˈɛ n d	k a m p ɹ ɪ h ˈɛ n d ə d	137	comprehend	comprehended	∅ -> ɪ d	regular	NA	kamprIhČEnd	kamprIhČEndŤd
d ˈi p ə n	d ˈi p ə n d	137	deepen	deepened	∅ -> d	regular	NA	dČipŤn	dČipŤnd
m ɪ s ʌ n d ɚ s t ˈæ n d	m ɪ s ʌ n d ɚ s t ˈʊ d	137	misunderstand	misunderstood	ɑ n -> ʊ	irregular	NA	mIsĂndŐstČQnd	mIsĂndŐstČUd
m ˈoʊ l d	m ˈoʊ l d ə d	137	mould	moulded	∅ -> ɪ d	regular	NA	mČold	mČoldŤd
m ˈʌ f ə l	m ˈʌ f ə l d	137	muffle	muffled	∅ -> d	regular	NA	mČĂfŤl	mČĂfŤld
ˈaʊ t ɹ eɪ dʒ	ˈaʊ t ɹ eɪ dʒ d	137	outrage	outraged	∅ -> d	regular	NA	ČWtreJ	ČWtreJd
s k ˈɪ m	s k ˈɪ m d	137	skim	skimmed	∅ -> d	regular	NA	skČIm	skČImd
t ɹ ˈɪ k ə l	t ɹ ˈɪ k ə l d	137	trickle	trickled	∅ -> d	regular	NA	trČIkŤl	trČIkŤld
ʌ n f ˈoʊ l d	ʌ n f ˈoʊ l d ə d	137	unfold	unfolded	∅ -> ɪ d	regular	NA	ĂnfČold	ĂnfČoldŤd
tʃ ˈæ n t	tʃ ˈæ n t ə d	136	chant	chanted	∅ -> ɪ d	regular	NA	CČQnt	CČQntŤd
k ɹ ˈa p	k ɹ ˈa p t	136	crop	cropped	∅ -> t	regular	NA	krČap	krČapt
ˈɪ n t ɹ ə s t	ˈɪ n t ɹ ə s t ə d	136	interest	interested	∅ -> ɪ d	regular	NA	ČIntrŤst	ČIntrŤstŤd
ɔ f s ˈɛ t	ɔ f s ˈɛ t	136	offset	offset	no_change	irregular	NA	fsČEt	fsČEt
p ɹ ə t ɹ ˈu d	p ɹ ə t ɹ ˈu d ə d	136	protrude	protruded	∅ -> ɪ d	regular	NA	prŤtrČud	prŤtrČudŤd
b ˈʌ z	b ˈʌ z d	135	buzz	buzzed	∅ -> d	regular	NA	bČĂz	bČĂzd
k ɹ ˈaʊ d	k ɹ ˈaʊ d ə d	135	crowd	crowded	∅ -> ɪ d	regular	NA	krČWd	krČWdŤd
ɪ n s ˈu	ɪ n s ˈu d	135	ensue	ensued	∅ -> d	regular	NA	InsČu	InsČud
ɪ v ˈeɪ d	ɪ v ˈeɪ d ə d	135	evade	evaded	∅ -> ɪ d	regular	NA	IvČed	IvČedŤd
g ɹ ˈeɪ d	g ɹ ˈeɪ d ə d	135	grade	graded	∅ -> ɪ d	regular	NA	grČed	grČedŤd
m ˈɛ s	m ˈɛ s t	135	mess	messed	∅ -> t	regular	NA	mČEs	mČEst
p ə l ˈi s	p ə l ˈi s t	135	police	policed	∅ -> t	regular	NA	pŤlČis	pŤlČist
ɹ ˈɪ g ə l	ɹ ˈɪ g ə l d	135	wriggle	wriggled	∅ -> d	regular	NA	rČIgŤl	rČIgŤld
j ˈɔ n	j ˈɔ n d	135	yawn	yawned	∅ -> d	regular	NA	jČn	jČnd
k ˈa m p l ə k eɪ t	k ˈa m p l ə k eɪ t ə d	134	complicate	complicated	∅ -> ɪ d	regular	NA	kČamplŤket	kČamplŤketŤd
l ˈɪ t ɚ	l ˈɪ t ɚ d	134	litter	littered	∅ -> d	regular	NA	lČItŐ	lČItŐd
p ɹ oʊ h ˈɪ b ə t	p ɹ oʊ h ˈɪ b ə t ə d	134	prohibit	prohibited	∅ -> ɪ d	regular	NA	prohČIbŤt	prohČIbŤtŤd
s k ˈeɪ ɹ	s k ˈeɪ ɹ d	134	scare	scared	∅ -> d	regular	NA	skČer	skČerd
s t ˈu p	s t ˈu p t	134	stoop	stooped	∅ -> t	regular	NA	stČup	stČupt
d ɪ m ˈa l ɪ ʃ	d ɪ m ˈa l ɪ ʃ t	133	demolish	demolished	∅ -> t	regular	NA	dImČalIS	dImČalISt
d ɪ s p l ˈeɪ s	d ɪ s p l ˈeɪ s t	133	displace	displaced	∅ -> t	regular	NA	dIsplČes	dIsplČest
d ɹ ˈeɪ p	d ɹ ˈeɪ p t	133	drape	draped	∅ -> t	regular	NA	drČep	drČept
t ɹ æ n s p ˈoʊ ɹ t	t ɹ æ n s p ˈoʊ ɹ t ə d	133	transport	transported	∅ -> ɪ d	regular	NA	trQnspČort	trQnspČortŤd
ɪ n ɹ ˈɪ tʃ	ɪ n ɹ ˈɪ tʃ t	132	enrich	enriched	∅ -> t	regular	NA	InrČIC	InrČICt
l ˈa dʒ	l ˈa dʒ d	132	lodge	lodged	∅ -> d	regular	NA	lČaJ	lČaJd
b ˈæ f ə l	b ˈæ f ə l d	131	baffle	baffled	∅ -> d	regular	NA	bČQfŤl	bČQfŤld
k a n t ɹ ə d ˈɪ k t	k a n t ɹ ə d ˈɪ k t ə d	131	contradict	contradicted	∅ -> ɪ d	regular	NA	kantrŤdČIkt	kantrŤdČIktŤd
d ɪ t ˈi ɹ i ə ɹ eɪ t	d ɪ t ˈi ɹ i ə ɹ eɪ t ə d	131	deteriorate	deteriorated	∅ -> ɪ d	regular	NA	dItČiriŤret	dItČiriŤretŤd
n ˈɚ ɪ ʃ	n ˈɚ ɪ ʃ t	131	nourish	nourished	∅ -> t	regular	NA	nČŐIS	nČŐISt
ɹ ˈoʊ m	ɹ ˈoʊ m d	131	roam	roamed	∅ -> d	regular	NA	rČom	rČomd
θ ɹ ˈæ ʃ	θ ɹ ˈæ ʃ t	131	thrash	thrashed	∅ -> t	regular	NA	TrČQS	TrČQSt
j ˈu t ə l aɪ z	j ˈu t ə l aɪ z d	131	utilize	utilized	∅ -> d	regular	NA	jČutŤlYz	jČutŤlYzd
v ˈaɪ ə l eɪ t	v ˈaɪ ə l eɪ t ə d	131	violate	violated	∅ -> ɪ d	regular	NA	vČYŤlet	vČYŤletŤd
b l ˈeɪ z	b l ˈeɪ z d	130	blaze	blazed	∅ -> d	regular	NA	blČez	blČezd
d ˈaʊ n	d ˈaʊ n d	130	down	downed	∅ -> d	regular	NA	dČWn	dČWnd
f l ˈaʊ ɚ	f l ˈaʊ ɚ d	130	flower	flowered	∅ -> d	regular	NA	flČWŐ	flČWŐd
p ˈæ k ɪ dʒ	p ˈæ k ɪ dʒ d	130	package	packaged	∅ -> d	regular	NA	pČQkIJ	pČQkIJd
p ˈʌ b l ə s aɪ z	p ˈʌ b l ə s aɪ z d	130	publicize	publicized	∅ -> d	regular	NA	pČĂblŤsYz	pČĂblŤsYzd
ɹ ɪ b ˈɛ l	ɹ ɪ b ˈɛ l d	130	rebel	rebelled	∅ -> d	regular	NA	rIbČEl	rIbČEld
s ˈu ð	s ˈu ð d	130	soothe	soothed	∅ -> d	regular	NA	sČuD	sČuDd
ɹ ˈaɪ ð	ɹ ˈaɪ ð d	130	writhe	writhed	∅ -> d	regular	NA	rČYD	rČYDd
d ˈɛ z ɪ g n eɪ t	d ˈɛ z ɪ g n eɪ t ə d	129	designate	designated	∅ -> ɪ d	regular	NA	dČEzIgnet	dČEzIgnetŤd
h ˈeɪ l	h ˈeɪ l d	129	hail	hailed	∅ -> d	regular	NA	hČel	hČeld
m ˈeɪ t	m ˈeɪ t ə d	129	mate	mated	∅ -> ɪ d	regular	NA	mČet	mČetŤd
ɹ ˈeɪ d	ɹ ˈeɪ d ə d	129	raid	raided	∅ -> ɪ d	regular	NA	rČed	rČedŤd
s ˈɛ v ɚ	s ˈɛ v ɚ d	129	sever	severed	∅ -> d	regular	NA	sČEvŐ	sČEvŐd
k ə n s ˈa l ɪ d eɪ t	k ə n s ˈa l ɪ d eɪ t ə d	128	consolidate	consolidated	∅ -> ɪ d	regular	NA	kŤnsČalIdet	kŤnsČalIdetŤd
d ɪ p l ˈoʊ ɹ	d ɪ p l ˈoʊ ɹ d	128	deplore	deplored	∅ -> d	regular	NA	dIplČor	dIplČord
i m ˈɪ t	i m ˈɪ t ə d	128	emit	emitted	∅ -> ɪ d	regular	NA	imČIt	imČItŤd
s ˈɪ m p l ɪ f aɪ	s ˈɪ m p l ɪ f aɪ d	128	simplify	simplified	∅ -> d	regular	NA	sČImplIfY	sČImplIfYd
ə s p ˈaɪ ɚ	ə s p ˈaɪ ɚ d	127	aspire	aspired	∅ -> d	regular	NA	ŤspČYŐ	ŤspČYŐd
m ˈæ g n ɪ f aɪ	m ˈæ g n ɪ f aɪ d	127	magnify	magnified	∅ -> d	regular	NA	mČQgnIfY	mČQgnIfYd
s l ˈʌ m p	s l ˈʌ m p t	127	slump	slumped	∅ -> t	regular	NA	slČĂmp	slČĂmpt
b l ˈæ s t	b l ˈæ s t ə d	126	blast	blasted	∅ -> ɪ d	regular	NA	blČQst	blČQstŤd
b ˈʌ t ə n	b ˈʌ t ə n d	126	button	buttoned	∅ -> d	regular	NA	bČĂtŤn	bČĂtŤnd
k ə n f ˈaɪ d	k ə n f ˈaɪ d ə d	126	confide	confided	∅ -> ɪ d	regular	NA	kŤnfČYd	kŤnfČYdŤd
d ˈoʊ z	d ˈoʊ z d	126	doze	dozed	∅ -> d	regular	NA	dČoz	dČozd
f ə s ˈɪ l ə t eɪ t	f ə s ˈɪ l ə t eɪ t ə d	126	facilitate	facilitated	∅ -> ɪ d	regular	NA	fŤsČIlŤtet	fŤsČIlŤtetŤd
k ˈɪ d n æ p	k ˈɪ d n æ p t	126	kidnap	kidnapped	∅ -> t	regular	NA	kČIdnQp	kČIdnQpt
l ˈɚ tʃ	l ˈɚ tʃ t	126	lurch	lurched	∅ -> t	regular	NA	lČŐC	lČŐCt
ɹ ˈæ ŋ k	ɹ ˈæ ŋ k t	126	rank	ranked	∅ -> t	regular	NA	rČQNk	rČQNkt
s l ˈɔ t ɚ	s l ˈɔ t ɚ d	126	slaughter	slaughtered	∅ -> d	regular	NA	slČtŐ	slČtŐd
s p ɹ ˈaʊ t	s p ɹ ˈaʊ t ə d	126	sprout	sprouted	∅ -> ɪ d	regular	NA	sprČWt	sprČWtŤd
f ˈæ ʃ ə n	f ˈæ ʃ ə n d	125	fashion	fashioned	∅ -> d	regular	NA	fČQSŤn	fČQSŤnd
oʊ v ɚ l ˈæ p	oʊ v ɚ l ˈæ p t	125	overlap	overlapped	∅ -> t	regular	NA	ovŐlČQp	ovŐlČQpt
s t ˈeɪ ʃ ə n	s t ˈeɪ ʃ ə n d	125	station	stationed	∅ -> d	regular	NA	stČeSŤn	stČeSŤnd
θ ˈɪ n	θ ˈɪ n d	125	thin	thinned	∅ -> d	regular	NA	TČIn	TČInd
t ɹ ˈɪ p	t ɹ ˈɪ p t	125	trip	tripped	∅ -> t	regular	NA	trČIp	trČIpt
ˈɔ l t ɚ n eɪ t	ˈɔ l t ɚ n eɪ t ə d	124	alternate	alternated	∅ -> ɪ d	regular	NA	ČltŐnet	ČltŐnetŤd
d ɪ p ɹ ˈɛ s	d ɪ p ɹ ˈɛ s t	124	depress	depressed	∅ -> t	regular	NA	dIprČEs	dIprČEst
dʒ ˈɛ n ə ɹ ə l aɪ z	dʒ ˈɛ n ə ɹ ə l aɪ z d	124	generalize	generalized	∅ -> d	regular	NA	JČEnŤrŤlYz	JČEnŤrŤlYzd
ɹ ˈeɪ n	ɹ ˈeɪ n d	124	reign	reigned	∅ -> d	regular	NA	rČen	rČend
s k ˈu p	s k ˈu p t	124	scoop	scooped	∅ -> t	regular	NA	skČup	skČupt
s k w ˈɪ n t	s k w ˈɪ n t ə d	124	squint	squinted	∅ -> ɪ d	regular	NA	skwČInt	skwČIntŤd
d ˈʌ k	d ˈʌ k t	123	duck	ducked	∅ -> t	regular	NA	dČĂk	dČĂkt
m ˈæ n ɪ f ɛ s t	m ˈæ n ɪ f ɛ s t ə d	123	manifest	manifested	∅ -> ɪ d	regular	NA	mČQnIfEst	mČQnIfEstŤd
ɹ ɪ v ˈa l v	ɹ ɪ v ˈa l v d	123	revolve	revolved	∅ -> d	regular	NA	rIvČalv	rIvČalvd
ə b j ˈu z	ə b j ˈu z d	122	abuse	abused	∅ -> d	regular	NA	ŤbjČuz	ŤbjČuzd
k ˈa k	k ˈa k t	122	cock	cocked	∅ -> t	regular	NA	kČak	kČakt
f l ˈɪ p	f l ˈɪ p t	122	flip	flipped	∅ -> t	regular	NA	flČIp	flČIpt
g ˈi ɹ	g ˈi ɹ d	122	gear	geared	∅ -> d	regular	NA	gČir	gČird
ʌ n k ˈʌ v ɚ	ʌ n k ˈʌ v ɚ d	122	uncover	uncovered	∅ -> d	regular	NA	ĂnkČĂvŐ	ĂnkČĂvŐd
ʌ n l ˈoʊ d	ʌ n l ˈoʊ d ə d	122	unload	unloaded	∅ -> ɪ d	regular	NA	ĂnlČod	ĂnlČodŤd
ˈʌ ʃ ɚ	ˈʌ ʃ ɚ d	122	usher	ushered	∅ -> d	regular	NA	ČĂSŐ	ČĂSŐd
w ˈɪ s k	w ˈɪ s k t	122	whisk	whisked	∅ -> t	regular	NA	wČIsk	wČIskt
w ˈi l d	w ˈi l d ə d	122	wield	wielded	∅ -> ɪ d	regular	NA	wČild	wČildŤd
ə s ˈɛ n d	ə s ˈɛ n d ə d	121	ascend	ascended	∅ -> ɪ d	regular	NA	ŤsČEnd	ŤsČEndŤd
b ˈʌ b ə l	b ˈʌ b ə l d	121	bubble	bubbled	∅ -> d	regular	NA	bČĂbŤl	bČĂbŤld
k ˈæ ʃ	k ˈæ ʃ t	121	cash	cashed	∅ -> t	regular	NA	kČQS	kČQSt
g ˈeɪ p	g ˈeɪ p t	121	gape	gaped	∅ -> t	regular	NA	gČep	gČept
ɹ ˈɛ l ɪ ʃ	ɹ ˈɛ l ɪ ʃ t	121	relish	relished	∅ -> t	regular	NA	rČElIS	rČElISt
s k ɹ ˈɪ b ə l	s k ɹ ˈɪ b ə l d	121	scribble	scribbled	∅ -> d	regular	NA	skrČIbŤl	skrČIbŤld
θ ˈʌ m p	θ ˈʌ m p t	121	thump	thumped	∅ -> t	regular	NA	TČĂmp	TČĂmpt
w ɪ θ h ˈoʊ l d	w ɪ θ h ˈɛ l d	121	withhold	withheld	o -> ɛ	irregular	NA	wIThČold	wIThČEld
ɪ f ˈɛ k t	ɪ f ˈɛ k t ə d	120	effect	effected	∅ -> ɪ d	regular	NA	IfČEkt	IfČEktŤd
f ˈɪ d ə l	f ˈɪ d ə l d	120	fiddle	fiddled	∅ -> d	regular	NA	fČIdŤl	fČIdŤld
h ˈʌ ʃ	h ˈʌ ʃ t	120	hush	hushed	∅ -> t	regular	NA	hČĂS	hČĂSt
m ˈæ n	m ˈæ n d	120	man	manned	∅ -> d	regular	NA	mČQn	mČQnd
n ˈoʊ t ɪ f aɪ	n ˈoʊ t ɪ f aɪ d	120	notify	notified	∅ -> d	regular	NA	nČotIfY	nČotIfYd
p l ˈʌ g	p l ˈʌ g d	120	plug	plugged	∅ -> d	regular	NA	plČĂg	plČĂgd
s m ˈʌ ð ɚ	s m ˈʌ ð ɚ d	120	smother	smothered	∅ -> d	regular	NA	smČĂDŐ	smČĂDŐd
ɹ ˈɪ ŋ	ɹ ˈʌ ŋ	120	wring	wrung	ɪ -> ʌ	irregular	NA	rČIN	rČĂN
ɹ ɪ k ˈɚ	ɹ ɪ k ˈɚ d	119	recur	recurred	∅ -> d	regular	NA	rIkČŐ	rIkČŐd
k ə m p j ˈu t	k ə m p j ˈu t ə d	118	compute	computed	∅ -> ɪ d	regular	NA	kŤmpjČut	kŤmpjČutŤd
ɪ n l ˈɪ s t	ɪ n l ˈɪ s t ə d	118	enlist	enlisted	∅ -> ɪ d	regular	NA	InlČIst	InlČIstŤd
m ə n ˈu v ɚ	m ə n ˈu v ɚ d	118	manoeuvre	manoeuvred	∅ -> d	regular	NA	mŤnČuvŐ	mŤnČuvŐd
p ˈeɪ ɹ ɪ ʃ	p ˈeɪ ɹ ɪ ʃ t	118	perish	perished	∅ -> t	regular	NA	pČerIS	pČerISt
ɹ ɪ f ɹ ˈeɪ n	ɹ ɪ f ɹ ˈeɪ n d	118	refrain	refrained	∅ -> d	regular	NA	rIfrČen	rIfrČend
s n ˈa ɹ l	s n ˈa ɹ l d	118	snarl	snarled	∅ -> d	regular	NA	snČarl	snČarld
v ˈɪ ʒ u ə l aɪ z	v ˈɪ ʒ u ə l aɪ z d	118	visualize	visualized	∅ -> d	regular	NA	vČIZuŤlYz	vČIZuŤlYzd
k l ˈæ t ɚ	k l ˈæ t ɚ d	117	clatter	clattered	∅ -> d	regular	NA	klČQtŐ	klČQtŐd
d ɪ s p ˈæ tʃ	d ɪ s p ˈæ tʃ t	117	dispatch	dispatched	∅ -> t	regular	NA	dIspČQC	dIspČQCt
ɪ m b ɹ ˈɔɪ d ɚ	ɪ m b ɹ ˈɔɪ d ɚ d	117	embroider	embroidered	∅ -> d	regular	NA	ImbrČOdŐ	ImbrČOdŐd
f ˈeɪ n t	f ˈeɪ n t ə d	117	faint	fainted	∅ -> ɪ d	regular	NA	fČent	fČentŤd
l ˈɪ m p	l ˈɪ m p t	117	limp	limped	∅ -> t	regular	NA	lČImp	lČImpt
w ɪ θ s t ˈæ n d	w ɪ θ s t ˈʊ d	117	withstand	withstood	ɑ n -> ʊ	irregular	NA	wITstČQnd	wITstČUd
ˈæ v ɚ ɪ dʒ	ˈæ v ɚ ɪ dʒ d	116	average	averaged	∅ -> d	regular	NA	ČQvŐIJ	ČQvŐIJd
k ə n s ˈɚ v	k ə n s ˈɚ v d	116	conserve	conserved	∅ -> d	regular	NA	kŤnsČŐv	kŤnsČŐvd
g l ˈaɪ d	g l ˈaɪ d ə d	116	glide	glided	∅ -> ɪ d	regular	NA	glČYd	glČYdŤd
h ˈaɪ l aɪ t	h ˈaɪ l aɪ t ə d	116	highlight	highlighted	∅ -> ɪ d	regular	NA	hČYlYt	hČYlYtŤd
ɹ ˈæ l i	ɹ ˈæ l i d	116	rally	rallied	∅ -> d	regular	NA	rČQli	rČQlid
ʃ ˈɪ m ɚ	ʃ ˈɪ m ɚ d	116	shimmer	shimmered	∅ -> d	regular	NA	SČImŐ	SČImŐd
θ ˈɪ k ə n	θ ˈɪ k ə n d	116	thicken	thickened	∅ -> d	regular	NA	TČIkŤn	TČIkŤnd
w ˈaɪ n	w ˈaɪ n d	116	whine	whined	∅ -> d	regular	NA	wČYn	wČYnd
k ə ɹ ˈɛ s	k ə ɹ ˈɛ s t	115	caress	caressed	∅ -> t	regular	NA	kŤrČEs	kŤrČEst
k l ˈʌ s t ɚ	k l ˈʌ s t ɚ d	115	cluster	clustered	∅ -> d	regular	NA	klČĂstŐ	klČĂstŐd
d ɪ s k ɹ ˈɪ m ɪ n eɪ t	d ɪ s k ɹ ˈɪ m ɪ n eɪ t ə d	115	discriminate	discriminated	∅ -> ɪ d	regular	NA	dIskrČImInet	dIskrČImInetŤd
ɪ n tʃ ˈæ n t	ɪ n tʃ ˈæ n t ə d	115	enchant	enchanted	∅ -> ɪ d	regular	NA	InCČQnt	InCČQntŤd
s t ˈɛ d i	s t ˈɛ d i d	115	steady	steadied	∅ -> d	regular	NA	stČEdi	stČEdid
b ˈæ n ɪ ʃ	b ˈæ n ɪ ʃ t	114	banish	banished	∅ -> t	regular	NA	bČQnIS	bČQnISt
tʃ ˈʌ k ə l	tʃ ˈʌ k ə l d	114	chuckle	chuckled	∅ -> d	regular	NA	CČĂkŤl	CČĂkŤld
k ˈoʊ t	k ˈoʊ t ə d	114	coat	coated	∅ -> ɪ d	regular	NA	kČot	kČotŤd
k ɹ ˈaʊ n	k ɹ ˈaʊ n d	114	crown	crowned	∅ -> d	regular	NA	krČWn	krČWnd
f ˈa ɹ m	f ˈa ɹ m d	114	farm	farmed	∅ -> d	regular	NA	fČarm	fČarmd
l ˈeɪ b ɚ	l ˈeɪ b ɚ d	114	labour	laboured	∅ -> d	regular	NA	lČebŐ	lČebŐd
ə s ˈɪ m ə l eɪ t	ə s ˈɪ m ə l eɪ t ə d	113	assimilate	assimilated	∅ -> ɪ d	regular	NA	ŤsČImŤlet	ŤsČImŤletŤd
b ˈæ t	b ˈæ t ə d	113	bat	batted	∅ -> ɪ d	regular	NA	bČQt	bČQtŤd
k ˈa m p ɹ ə m aɪ z	k ˈa m p ɹ ə m aɪ z d	113	compromise	compromised	∅ -> d	regular	NA	kČamprŤmYz	kČamprŤmYzd
d ˈa t	d ˈa t ə d	113	dot	dotted	∅ -> ɪ d	regular	NA	dČat	dČatŤd
ɪ n g ˈʌ l f	ɪ n g ˈʌ l f t	113	engulf	engulfed	∅ -> t	regular	NA	IngČĂlf	IngČĂlft
ɪ n ɹ ˈeɪ dʒ	ɪ n ɹ ˈeɪ dʒ d	113	enrage	enraged	∅ -> d	regular	NA	InrČeJ	InrČeJd
s k ˈi	s k ˈi d	113	ski	ski'd	∅ -> d	regular	NA	skČi	skČid
s l ˈæ ʃ	s l ˈæ ʃ t	113	slash	slashed	∅ -> t	regular	NA	slČQS	slČQSt
w ˈi n	w ˈi n d	113	wean	weaned	∅ -> d	regular	NA	wČin	wČind
b ˈʌ g	b ˈʌ g d	112	bug	bugged	∅ -> d	regular	NA	bČĂg	bČĂgd
k ə m p l ˈaɪ	k ə m p l ˈaɪ d	112	comply	complied	∅ -> d	regular	NA	kŤmplČY	kŤmplČYd
k ɹ ˈɛ d ɪ t	k ɹ ˈɛ d ɪ t ə d	112	credit	credited	∅ -> ɪ d	regular	NA	krČEdIt	krČEdItŤd
ɪ n d ˈaʊ	ɪ n d ˈaʊ d	112	endow	endowed	∅ -> d	regular	NA	IndČW	IndČWd
h ˈa ɹ n ɪ s	h ˈa ɹ n ɪ s t	112	harness	harnessed	∅ -> t	regular	NA	hČarnIs	hČarnIst
ɪ n k ˈɚ	ɪ n k ˈɚ d	112	incur	incurred	∅ -> d	regular	NA	InkČŐ	InkČŐd
n ˈeɪ l	n ˈeɪ l d	112	nail	nailed	∅ -> d	regular	NA	nČel	nČeld
ʃ ˈi l d	ʃ ˈi l d ə d	112	shield	shielded	∅ -> ɪ d	regular	NA	SČild	SČildŤd
s m ˈi ɹ	s m ˈi ɹ d	112	smear	smeared	∅ -> d	regular	NA	smČir	smČird
k ə n t ɹ ˈaɪ v	k ə n t ɹ ˈaɪ v d	111	contrive	contrived	∅ -> d	regular	NA	kŤntrČYv	kŤntrČYvd
d ɪ s p j ˈu t	d ɪ s p j ˈu t ə d	111	dispute	disputed	∅ -> ɪ d	regular	NA	dIspjČut	dIspjČutŤd
l ˈɛ ŋ θ ə n	l ˈɛ ŋ θ ə n d	111	lengthen	lengthened	∅ -> d	regular	NA	lČENTŤn	lČENTŤnd
s t ɹ ˈeɪ	s t ɹ ˈeɪ d	111	stray	strayed	∅ -> d	regular	NA	strČe	strČed
ʌ p h ˈoʊ l d	ʌ p h ˈɛ l d	111	uphold	upheld	o -> ɛ	irregular	NA	ĂphČold	ĂphČEld
ɹ ˈɛ n tʃ	ɹ ˈɛ n tʃ t	111	wrench	wrenched	∅ -> t	regular	NA	rČEnC	rČEnCt
b ˈoʊ l t	b ˈoʊ l t ə d	110	bolt	bolted	∅ -> ɪ d	regular	NA	bČolt	bČoltŤd
k ə ɹ ˈʌ p t	k ə ɹ ˈʌ p t ə d	110	corrupt	corrupted	∅ -> ɪ d	regular	NA	kŤrČĂpt	kŤrČĂptŤd
s ˈaɪ k ə l	s ˈaɪ k ə l d	110	cycle	cycled	∅ -> d	regular	NA	sČYkŤl	sČYkŤld
d ˈɔ n	d ˈɔ n d	110	dawn	dawned	∅ -> d	regular	NA	dČn	dČnd
g ˈæ l ə p	g ˈæ l ə p t	110	gallop	galloped	∅ -> t	regular	NA	gČQlŤp	gČQlŤpt
ɪ n dʒ ˈɛ k t	ɪ n dʒ ˈɛ k t ə d	110	inject	injected	∅ -> ɪ d	regular	NA	InJČEkt	InJČEktŤd
m ˈoʊ ɹ n	m ˈoʊ ɹ n d	110	mourn	mourned	∅ -> d	regular	NA	mČorn	mČornd
p ɹ ˈa d	p ɹ ˈa d ə d	110	prod	prodded	∅ -> ɪ d	regular	NA	prČad	prČadŤd
