level_0	index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
6211	8292	r eː k ɔ n s iː l iː j eː r ə	r eː k ɔ n s iː l iː j eː r d ə	reconcilieren	reconcilieerden	⋊ r eː k ɔ n s iː l iː j eː r ə ⋉	⋊ r eː k ɔ n s iː l iː j eː r d ə ⋉
6214	8296	b ɛɪ s x oː l ə	b ɛɪ s x oː l d ə	bijscholen	bijschoolden	⋊ b ɛ ɪ s x oː l ə ⋉	⋊ b ɛ ɪ s x oː l d ə ⋉
6224	8307	ɪ n z ʊ l t ə	ɪ n z ʊ l t ə	inzulten	inzultten	⋊ ɪ n z ʊ l t ə ⋉	⋊ ɪ n z ʊ l t ə ⋉
6227	8312	ʊɪ t k ɑʊ w ə	ʊɪ t k ɑʊ w d ə	uitkauwen	uitkauwden	⋊ ʊ ɪ t k ɑ ʊ w ə ⋉	⋊ ʊ ɪ t k ɑ ʊ w d ə ⋉
6233	8318	aː n r uː s t ə	aː n r uː s t ə	aanroesten	aanroestten	⋊ aː n r uː s t ə ⋉	⋊ aː n r uː s t ə ⋉
6237	8323	s n uː v ə	s n uː v d ə	snoeven	snoefden	⋊ s n uː v ə ⋉	⋊ s n uː v d ə ⋉
6255	8347	b l ɑʊ w ə	b l ɑʊ w d ə	blouwen	blouwden	⋊ b l ɑ ʊ w ə ⋉	⋊ b l ɑ ʊ w d ə ⋉
6256	8349	m eː r ɛɪ z ə	m eː r ɛɪ z d ə	meereizen	meereisden	⋊ m eː r ɛ ɪ z ə ⋉	⋊ m eː r ɛ ɪ z d ə ⋉
6259	8352	ɔ m w ɪ p ə	ɔ m w ɪ p t ə	omwippen	omwipten	⋊ ɔ m w ɪ p ə ⋉	⋊ ɔ m w ɪ p t ə ⋉
6270	8371	ɔ p s p ɛ r ə	ɔ p s p ɛ r d ə	opsperren	opsperden	⋊ ɔ p s p ɛ r ə ⋉	⋊ ɔ p s p ɛ r d ə ⋉
6277	8379	ɪ ŋ k ɛ r v ə	ɪ ŋ k ɔ r v ə	inkerven	inkorven	⋊ ɪ ŋ k ɛ r v ə ⋉	⋊ ɪ ŋ k ɔ r v ə ⋉
6292	8399	z eː v ə r ə	z eː v ə r d ə	zeveren	zeverden	⋊ z eː v ə r ə ⋉	⋊ z eː v ə r d ə ⋉
6293	8400	s p eː l ə m ɛɪ j ə	s p eː l ə m ɛɪ d ə	spelemeien	spelemeiden	⋊ s p eː l ə m ɛ ɪ j ə ⋉	⋊ s p eː l ə m ɛ ɪ d ə ⋉
6301	8412	oː v ə r b l uː z ə	oː v ə r b l uː z d ə	overbloezen	overbloesden	⋊ oː v ə r b l uː z ə ⋉	⋊ oː v ə r b l uː z d ə ⋉
6303	8414	n ɛɪ ɣ ə	n eː ɣ ə	nijgen	negen	⋊ n ɛ ɪ ɣ ə ⋉	⋊ n eː ɣ ə ⋉
6307	8419	ɔ p r ɔ l ə	ɔ p r ɔ l d ə	oprollen	oprolden	⋊ ɔ p r ɔ l ə ⋉	⋊ ɔ p r ɔ l d ə ⋉
6309	8421	ɑ r ɛ s t eː r ə	ɑ r ɛ s t eː r d ə	arresteren	arresteerden	⋊ ɑ r ɛ s t eː r ə ⋉	⋊ ɑ r ɛ s t eː r d ə ⋉
6319	8433	s l ɑ b ə r ə	s l ɑ b ə r d ə	slabberen	slabberden	⋊ s l ɑ b ə r ə ⋉	⋊ s l ɑ b ə r d ə ⋉
6324	8440	k l ʊɪ v ə	k l oː v ə	kluiven	kloven	⋊ k l ʊ ɪ v ə ⋉	⋊ k l oː v ə ⋉
6326	8443	v ə r k n ɑ l ə	v ə r k n ɑ l d ə	verknallen	verknalden	⋊ v ə r k n ɑ l ə ⋉	⋊ v ə r k n ɑ l d ə ⋉
6327	8445	d eː r eː ɣ yː l eː r ə	d eː r eː ɣ yː l eː r d ə	dereguleren	dereguleerden	⋊ d eː r eː ɣ yː l eː r ə ⋉	⋊ d eː r eː ɣ yː l eː r d ə ⋉
6328	8446	aː m p ɔ r ə	aː m p ɔ r d ə	aanporren	aanporden	⋊ aː m p ɔ r ə ⋉	⋊ aː m p ɔ r d ə ⋉
6347	8473	ɑ f s w ɛ r v ə	ɑ f s w iː r v ə	afzwerven	afzwierven	⋊ ɑ f s w ɛ r v ə ⋉	⋊ ɑ f s w iː r v ə ⋉
6354	8482	s iː z ə l eː r ə	s iː z ə l eː r d ə	ciseleren	ciseleerden	⋊ s iː z ə l eː r ə ⋉	⋊ s iː z ə l eː r d ə ⋉
6358	8494	m eː d r ɛɪ v ə	m eː d r eː v ə	meedrijven	meedreven	⋊ m eː d r ɛ ɪ v ə ⋉	⋊ m eː d r eː v ə ⋉
6359	8496	ɪ n s t iː t yː t ʃ oː n aː l iː z eː r ə	ɪ n s t iː t yː t ʃ oː n aː l iː z eː r d ə	institutionaliseren	institutionaliseerden	⋊ ɪ n s t iː t yː t ʃ oː n aː l iː z eː r ə ⋉	⋊ ɪ n s t iː t yː t ʃ oː n aː l iː z eː r d ə ⋉
6361	8498	l ɔ s t aː n	l ɔ s t ɔ n d ə	losstaan	losstonden	⋊ l ɔ s t aː n ⋉	⋊ l ɔ s t ɔ n d ə ⋉
6366	8506	f oː k ʊ s ə	f oː k ʊ s t ə	focussen	focusten	⋊ f oː k ʊ s ə ⋉	⋊ f oː k ʊ s t ə ⋉
6368	8509	t uː t s ə	t uː t s t ə	toetsen	toetsten	⋊ t uː t s ə ⋉	⋊ t uː t s t ə ⋉
6372	8517	h oː p ə	h oː p t ə	hopen	hoopten	⋊ h oː p ə ⋉	⋊ h oː p t ə ⋉
6374	8519	z w ɑ r t s ə l ə	z w ɑ r t s ə l d ə	zwartselen	zwartselden	⋊ z w ɑ r t s ə l ə ⋉	⋊ z w ɑ r t s ə l d ə ⋉
6391	8540	h yː w ə	h yː w d ə	huwen	huwden	⋊ h yː w ə ⋉	⋊ h yː w d ə ⋉
6426	8588	p l ɑ d r ʊ k ə	p l ɑ d r ʊ k t ə	platdrukken	platdrukten	⋊ p l ɑ d r ʊ k ə ⋉	⋊ p l ɑ d r ʊ k t ə ⋉
6446	8616	k w ɑ r t ə l ə	k w ɑ r t ə l d ə	kwartelen	kwartelden	⋊ k w ɑ r t ə l ə ⋉	⋊ k w ɑ r t ə l d ə ⋉
6448	8618	d oː k yː m ɛ n t eː r ə	d oː k yː m ɛ n t eː r d ə	documenteren	documenteerden	⋊ d oː k yː m ɛ n t eː r ə ⋉	⋊ d oː k yː m ɛ n t eː r d ə ⋉
6453	8626	d ɪ x t m aː k ə	d ɪ x t m aː k t ə	dichtmaken	dichtmaakten	⋊ d ɪ x t m aː k ə ⋉	⋊ d ɪ x t m aː k t ə ⋉
6454	8627	k l iː d ə r ə	k l iː d ə r d ə	kliederen	kliederden	⋊ k l iː d ə r ə ⋉	⋊ k l iː d ə r d ə ⋉
6456	8629	v oː r l ɛɪ d ə	v oː r l ɛɪ d ə	voorleiden	voorleidden	⋊ v oː r l ɛ ɪ d ə ⋉	⋊ v oː r l ɛ ɪ d ə ⋉
6457	8630	ɑ f k r ɔ ŋ k ə l ə	ɑ f k r ɔ ŋ k ə l d ə	afkronkelen	afkronkelden	⋊ ɑ f k r ɔ ŋ k ə l ə ⋉	⋊ ɑ f k r ɔ ŋ k ə l d ə ⋉
6470	8647	ʊɪ t h oː r ə	ʊɪ t h oː r d ə	uithoren	uithoorden	⋊ ʊ ɪ t h oː r ə ⋉	⋊ ʊ ɪ t h oː r d ə ⋉
6472	8649	v ə r ɑʊ w ə l ə k ə	v ə r ɑʊ w ə l ə k t ə	verouwelijken	verouwelijkten	⋊ v ə r ɑ ʊ w ə l ə k ə ⋉	⋊ v ə r ɑ ʊ w ə l ə k t ə ⋉
6474	8653	b aː l ɑ n s eː r ə	b aː l ɑ n s eː r d ə	balanceren	balanceerden	⋊ b aː l ɑ n s eː r ə ⋉	⋊ b aː l ɑ n s eː r d ə ⋉
6477	8656	f ɛɪ n s t oː t ə	f ɛɪ n s t oː t ə	fijnstoten	fijnstootten	⋊ f ɛ ɪ n s t oː t ə ⋉	⋊ f ɛ ɪ n s t oː t ə ⋉
6482	8662	ɪ n l ɛɪ v ə	ɪ n l ɛɪ v d ə	inlijven	inlijfden	⋊ ɪ n l ɛ ɪ v ə ⋉	⋊ ɪ n l ɛ ɪ v d ə ⋉
6497	8679	b ə ɣ r ɪ n d ə	b ə ɣ r ɪ n d ə	begrinden	begrindden	⋊ b ə ɣ r ɪ n d ə ⋉	⋊ b ə ɣ r ɪ n d ə ⋉
6499	8683	ɑ f s n ɛ l ə	ɑ f s n ɛ l d ə	afsnellen	afsnelden	⋊ ɑ f s n ɛ l ə ⋉	⋊ ɑ f s n ɛ l d ə ⋉
6508	8699	aː n t yː r ə	aː n t yː r d ə	aanturen	aantuurden	⋊ aː n t yː r ə ⋉	⋊ aː n t yː r d ə ⋉
6513	8705	m ʊ r m ə l ə	m ʊ r m ə l d ə	murmelen	murmelden	⋊ m ʊ r m ə l ə ⋉	⋊ m ʊ r m ə l d ə ⋉
6525	8720	ʊɪ t r ɑ n ʒ eː r ə	ʊɪ t r ɑ n ʒ eː r d ə	uitrangeren	uitrangeerden	⋊ ʊ ɪ t r ɑ n ʒ eː r ə ⋉	⋊ ʊ ɪ t r ɑ n ʒ eː r d ə ⋉
6558	8774	s x ɑ f t ə	s x ɑ f t ə	schaften	schaftten	⋊ s x ɑ f t ə ⋉	⋊ s x ɑ f t ə ⋉
6561	8777	x ə l ɛɪ k s t ɛ m ə	x ə l ɛɪ k s t ɛ m d ə	gelijkstemmen	gelijkstemden	⋊ x ə l ɛ ɪ k s t ɛ m ə ⋉	⋊ x ə l ɛ ɪ k s t ɛ m d ə ⋉
6567	8783	aː m b ə s t eː d ə	aː m b ə s t eː d ə	aanbesteden	aanbesteedden	⋊ aː m b ə s t eː d ə ⋉	⋊ aː m b ə s t eː d ə ⋉
6569	8785	b ə v ɑ l ə	b ə v iː l ə	bevallen	bevielen	⋊ b ə v ɑ l ə ⋉	⋊ b ə v iː l ə ⋉
6573	8792	s t r ɛ ŋ ə	s t r ɛ ŋ d ə	strengen	strengden	⋊ s t r ɛ ŋ ə ⋉	⋊ s t r ɛ ŋ d ə ⋉
6577	8798	w aː m ə	w aː m d ə	wamen	waamden	⋊ w aː m ə ⋉	⋊ w aː m d ə ⋉
6579	8800	ɑ f j aː ɣ ə	ɑ f j uː ɣ ə	afjagen	afjoegen	⋊ ɑ f j aː ɣ ə ⋉	⋊ ɑ f j uː ɣ ə ⋉
6583	8804	k l ɔ k ə	k l ɔ k t ə	klokken	klokten	⋊ k l ɔ k ə ⋉	⋊ k l ɔ k t ə ⋉
6593	8818	h ɛ r l aː d ə	h ɛ r l aː d ə	herladen	herlaadden	⋊ h ɛ r l aː d ə ⋉	⋊ h ɛ r l aː d ə ⋉
6606	8836	ɑ f t aː k ə l ə	ɑ f t aː k ə l d ə	aftakelen	aftakelden	⋊ ɑ f t aː k ə l ə ⋉	⋊ ɑ f t aː k ə l d ə ⋉
6611	8845	ɑ f s t ɛ r v ə	ɑ f s t iː r v ə	afsterven	afstierven	⋊ ɑ f s t ɛ r v ə ⋉	⋊ ɑ f s t iː r v ə ⋉
6612	8847	t ʊɪ s l aː t ə	t ʊɪ s l iː t ə	thuislaten	thuislieten	⋊ t ʊ ɪ s l aː t ə ⋉	⋊ t ʊ ɪ s l iː t ə ⋉
6616	8853	w ɪ n d ə l ə	w ɪ n d ə l d ə	windelen	windelden	⋊ w ɪ n d ə l ə ⋉	⋊ w ɪ n d ə l d ə ⋉
6618	8855	ʊɪ t s ɛ t ə	ʊɪ t s ɛ t ə	uitzetten	uitzetten	⋊ ʊ ɪ t s ɛ t ə ⋉	⋊ ʊ ɪ t s ɛ t ə ⋉
6626	8868	d oː r l ɪ ɣ ə	d oː r l aː ɣ ə	doorliggen	doorlagen	⋊ d oː r l ɪ ɣ ə ⋉	⋊ d oː r l aː ɣ ə ⋉
6641	8887	k ɪ k ə	k ɪ k t ə	kicken	kickten	⋊ k ɪ k ə ⋉	⋊ k ɪ k t ə ⋉
6644	8890	ɑ f k ɑ n t ə l ə	ɑ f k ɑ n t ə l d ə	afkantelen	afkantelden	⋊ ɑ f k ɑ n t ə l ə ⋉	⋊ ɑ f k ɑ n t ə l d ə ⋉
6650	8900	b ə l ɛɪ d ə	b ə l eː d ə	belijden	beleden	⋊ b ə l ɛ ɪ d ə ⋉	⋊ b ə l eː d ə ⋉
6655	8906	d ɛɪ n ə	d ɛɪ n d ə	deinen	deinden	⋊ d ɛ ɪ n ə ⋉	⋊ d ɛ ɪ n d ə ⋉
6662	8915	d ɔ n d ə r j aː ɣ ə	d ɔ n d ə r j aː ɣ d ə	donderjagen	donderjaagden	⋊ d ɔ n d ə r j aː ɣ ə ⋉	⋊ d ɔ n d ə r j aː ɣ d ə ⋉
6663	8916	ɔ m v ɛ r p r aː t ə	ɔ m v ɛ r p r aː t ə	omverpraten	omverpraatten	⋊ ɔ m v ɛ r p r aː t ə ⋉	⋊ ɔ m v ɛ r p r aː t ə ⋉
6672	8927	p l ɑ t s x eː r ə	p l ɑ t s x oː r ə	platscheren	platschoren	⋊ p l ɑ t s x eː r ə ⋉	⋊ p l ɑ t s x oː r ə ⋉
6674	8930	v ə r n ɑ x t ə	v ə r n ɑ x t ə	vernachten	vernachtten	⋊ v ə r n ɑ x t ə ⋉	⋊ v ə r n ɑ x t ə ⋉
6692	8953	x ə l ɛɪ k n ɪ p ə	x ə l ɛɪ k n ɪ p t ə	gelijkknippen	gelijkknipten	⋊ x ə l ɛ ɪ k n ɪ p ə ⋉	⋊ x ə l ɛ ɪ k n ɪ p t ə ⋉
6695	8956	b ɛɪ p l ɛɪ s t ə r ə	b ɛɪ p l ɛɪ s t ə r d ə	bijpleisteren	bijpleisterden	⋊ b ɛ ɪ p l ɛ ɪ s t ə r ə ⋉	⋊ b ɛ ɪ p l ɛ ɪ s t ə r d ə ⋉
6698	8960	s aː m ə n v uː ɣ ə	s aː m ə n v uː ɣ d ə	samenvoegen	samenvoegden	⋊ s aː m ə n v uː ɣ ə ⋉	⋊ s aː m ə n v uː ɣ d ə ⋉
6707	8972	x ɔ l v ə	x ɔ l v d ə	golven	golfden	⋊ x ɔ l v ə ⋉	⋊ x ɔ l v d ə ⋉
6727	9005	n aː b ə s p r eː k ə	n aː b ə s p r aː k ə	nabespreken	nabespraken	⋊ n aː b ə s p r eː k ə ⋉	⋊ n aː b ə s p r aː k ə ⋉
6731	9012	w ɛ x s t ɛ r v ə	w ɛ x s t iː r v ə	wegsterven	wegstierven	⋊ w ɛ x s t ɛ r v ə ⋉	⋊ w ɛ x s t iː r v ə ⋉
6756	9046	ɑ f ɪ ŋ k ə	ɑ f ɪ ŋ k t ə	afvinken	afvinkten	⋊ ɑ f ɪ ŋ k ə ⋉	⋊ ɑ f ɪ ŋ k t ə ⋉
6759	9049	f ɑ j eː r ə	f ɑ j eː r d ə	failleren	failleerden	⋊ f ɑ j eː r ə ⋉	⋊ f ɑ j eː r d ə ⋉
6760	9050	ʊɪ t k l ɑʊ t ə r ə	ʊɪ t k l ɑʊ t ə r d ə	uitklauteren	uitklauterden	⋊ ʊ ɪ t k l ɑ ʊ t ə r ə ⋉	⋊ ʊ ɪ t k l ɑ ʊ t ə r d ə ⋉
6772	9066	aː n eː n h ɑ ŋ ə	aː n eː n h ɪ ŋ ə	aaneenhangen	aaneenhingen	⋊ aː n eː n h ɑ ŋ ə ⋉	⋊ aː n eː n h ɪ ŋ ə ⋉
6777	9071	ɔ m k oː m ə	ɔ m k w aː m ə	omkomen	omkwamen	⋊ ɔ m k oː m ə ⋉	⋊ ɔ m k w aː m ə ⋉
6780	9074	b l ɛː r ə	b l eː r d ə	bleren	bleerden	⋊ b l ɛː r ə ⋉	⋊ b l eː r d ə ⋉
6790	9085	d r aː n ə	d r aː n d ə	dreunen	dreunden	⋊ d r aː n ə ⋉	⋊ d r aː n d ə ⋉
6793	9091	p oː l iː x r oː m eː r ə	p oː l iː x r oː m eː r d ə	polychromeren	polychromeerden	⋊ p oː l iː x r oː m eː r ə ⋉	⋊ p oː l iː x r oː m eː r d ə ⋉
6798	9097	p ɛ r k oː l eː r ə	p ɛ r k oː l eː r d ə	percoleren	percoleerden	⋊ p ɛ r k oː l eː r ə ⋉	⋊ p ɛ r k oː l eː r d ə ⋉
6820	9125	d ɪ m ə	d ɪ m d ə	dimmen	dimden	⋊ d ɪ m ə ⋉	⋊ d ɪ m d ə ⋉
6826	9133	r ʊ n ə	r ʊ n d ə	runnen	runden	⋊ r ʊ n ə ⋉	⋊ r ʊ n d ə ⋉
6832	9142	t ʃ ɪ r p ə	t ʃ ɪ r p t ə	tsjirpen	tsjirpten	⋊ t ʃ ɪ r p ə ⋉	⋊ t ʃ ɪ r p t ə ⋉
6838	9153	ɑ f ɛɪ l ə	ɑ f ɛɪ l d ə	afvijlen	afvijlden	⋊ ɑ f ɛ ɪ l ə ⋉	⋊ ɑ f ɛ ɪ l d ə ⋉
6842	9161	k ɔ n t r ɑ s t eː r ə	k ɔ n t r ɑ s t eː r d ə	contrasteren	contrasteerden	⋊ k ɔ n t r ɑ s t eː r ə ⋉	⋊ k ɔ n t r ɑ s t eː r d ə ⋉
6845	9164	x ə v ɑ l ə	x ə v iː l ə	gevallen	gevielen	⋊ x ə v ɑ l ə ⋉	⋊ x ə v iː l ə ⋉
6855	9175	ɔ m k ɪ p ə	ɔ m k ɪ p t ə	omkippen	omkipten	⋊ ɔ m k ɪ p ə ⋉	⋊ ɔ m k ɪ p t ə ⋉
6856	9176	d oː r b ə t aː l ə	d oː r b ə t aː l d ə	doorbetalen	doorbetaalden	⋊ d oː r b ə t aː l ə ⋉	⋊ d oː r b ə t aː l d ə ⋉
6863	9188	ɑ s ɔ r t eː r ə	ɑ s ɔ r t eː r d ə	assorteren	assorteerden	⋊ ɑ s ɔ r t eː r ə ⋉	⋊ ɑ s ɔ r t eː r d ə ⋉
6865	9190	s t oː m ə	s t oː m d ə	stomen	stoomden	⋊ s t oː m ə ⋉	⋊ s t oː m d ə ⋉
6882	9212	w ɛ l ə	w ɛ l d ə	wellen	welden	⋊ w ɛ l ə ⋉	⋊ w ɛ l d ə ⋉
6884	9215	x r ɛɪ p ə	x r eː p ə	grijpen	grepen	⋊ x r ɛ ɪ p ə ⋉	⋊ x r eː p ə ⋉
6895	9234	ɔ p k l ɑ p ə	ɔ p k l ɑ p t ə	opklappen	opklapten	⋊ ɔ p k l ɑ p ə ⋉	⋊ ɔ p k l ɑ p t ə ⋉
6902	9243	ɑ f r uː s t ə	ɑ f r uː s t ə	afroesten	afroestten	⋊ ɑ f r uː s t ə ⋉	⋊ ɑ f r uː s t ə ⋉
6905	9246	t ə r ɛ x t k oː m ə	t ə r ɛ x t k w aː m ə	terechtkomen	terechtkwamen	⋊ t ə r ɛ x t k oː m ə ⋉	⋊ t ə r ɛ x t k w aː m ə ⋉
6909	9253	d oː r b l aː z ə	d oː r b l iː z ə	doorblazen	doorbliezen	⋊ d oː r b l aː z ə ⋉	⋊ d oː r b l iː z ə ⋉
6911	9255	ɑ f p l ɛ t ə	ɑ f p l ɛ t ə	afpletten	afpletten	⋊ ɑ f p l ɛ t ə ⋉	⋊ ɑ f p l ɛ t ə ⋉
6913	9257	m oː t oː r iː z eː r ə	m oː t oː r iː z eː r d ə	motoriseren	motoriseerden	⋊ m oː t oː r iː z eː r ə ⋉	⋊ m oː t oː r iː z eː r d ə ⋉
6917	9262	w ɛ ɣ r ɛɪ d ə	w ɛ ɣ r eː d ə	wegrijden	wegreden	⋊ w ɛ ɣ r ɛ ɪ d ə ⋉	⋊ w ɛ ɣ r eː d ə ⋉
6920	9265	n eː r s t ɔ r t ə	n eː r s t ɔ r t ə	neerstorten	neerstortten	⋊ n eː r s t ɔ r t ə ⋉	⋊ n eː r s t ɔ r t ə ⋉
6926	9271	s t eː k ə	s t aː k ə	steken	staken	⋊ s t eː k ə ⋉	⋊ s t aː k ə ⋉
6936	9288	w aː ɣ ə	w aː ɣ d ə	wagen	waagden	⋊ w aː ɣ ə ⋉	⋊ w aː ɣ d ə ⋉
6940	9294	h ɑ ŋ ə	h ɪ ŋ ə	hangen	hingen	⋊ h ɑ ŋ ə ⋉	⋊ h ɪ ŋ ə ⋉
6943	9297	aː n d r ɪ ŋ ə	aː n d r ɔ ŋ ə	aandringen	aandrongen	⋊ aː n d r ɪ ŋ ə ⋉	⋊ aː n d r ɔ ŋ ə ⋉
6955	9313	oː v ə r l aː t ə	oː v ə r l iː t ə	overlaten	overlieten	⋊ oː v ə r l aː t ə ⋉	⋊ oː v ə r l iː t ə ⋉
6958	9316	p ɛ r p eː t yː w eː r ə	p ɛ r p eː t yː w eː r d ə	perpetueren	perpetueerden	⋊ p ɛ r p eː t yː w eː r ə ⋉	⋊ p ɛ r p eː t yː w eː r d ə ⋉
6972	9340	ɔ m s t r ɛ ŋ ə l ə	ɔ m s t r ɛ ŋ ə l d ə	omstrengelen	omstrengelden	⋊ ɔ m s t r ɛ ŋ ə l ə ⋉	⋊ ɔ m s t r ɛ ŋ ə l d ə ⋉
6983	9353	n eː r d ɔ m p ə l ə	n eː r d ɔ m p ə l d ə	neerdompelen	neerdompelden	⋊ n eː r d ɔ m p ə l ə ⋉	⋊ n eː r d ɔ m p ə l d ə ⋉
6995	9370	p ɛɪ n z ə	p ɛɪ n z d ə	peinzen	peinsden	⋊ p ɛ ɪ n z ə ⋉	⋊ p ɛ ɪ n z d ə ⋉
7000	9376	t ə r ʊ x t r eː d ə	t ə r ʊ x t r aː d ə	terugtreden	terugtraden	⋊ t ə r ʊ x t r eː d ə ⋉	⋊ t ə r ʊ x t r aː d ə ⋉
7001	9377	v oː r b ɛɪ s n ɛ l ə	v oː r b ɛɪ s n ɛ l d ə	voorbijsnellen	voorbijsnelden	⋊ v oː r b ɛ ɪ s n ɛ l ə ⋉	⋊ v oː r b ɛ ɪ s n ɛ l d ə ⋉
7023	9405	v ə r aː d ə	v ə r iː d ə	verraden	verrieden	⋊ v ə r aː d ə ⋉	⋊ v ə r iː d ə ⋉
7027	9412	oː v ə r m eː s t ə r ə	oː v ə r m eː s t ə r d ə	overmeesteren	overmeesterden	⋊ oː v ə r m eː s t ə r ə ⋉	⋊ oː v ə r m eː s t ə r d ə ⋉
7035	9421	x ə l ɛɪ k ə	x ə l eː k ə	gelijken	geleken	⋊ x ə l ɛ ɪ k ə ⋉	⋊ x ə l eː k ə ⋉
7038	9424	ɔ p l ɑ k ə	ɔ p l ɑ k t ə	opplakken	opplakten	⋊ ɔ p l ɑ k ə ⋉	⋊ ɔ p l ɑ k t ə ⋉
7045	9436	r eː oː r iː j ɛ n t eː r ə	r eː oː r iː j ɛ n t eː r d ə	reorienteren	reorienteerden	⋊ r eː oː r iː j ɛ n t eː r ə ⋉	⋊ r eː oː r iː j ɛ n t eː r d ə ⋉
7049	9440	ɔ p f ɛ r v ə	ɔ p f ɛ r v d ə	opverven	opverfden	⋊ ɔ p f ɛ r v ə ⋉	⋊ ɔ p f ɛ r v d ə ⋉
7055	9449	n aː ɣ ə l ə	n aː ɣ ə l d ə	nagelen	nagelden	⋊ n aː ɣ ə l ə ⋉	⋊ n aː ɣ ə l d ə ⋉
7057	9452	k r ɪ b ə	k r ɪ b d ə	kribben	kribden	⋊ k r ɪ b ə ⋉	⋊ k r ɪ b d ə ⋉
7067	9469	m ɑ r k t ə	m ɑ r k t ə	markten	marktten	⋊ m ɑ r k t ə ⋉	⋊ m ɑ r k t ə ⋉
7073	9478	ɔ p r ʊ k ə	ɔ p r ʊ k t ə	oprukken	oprukten	⋊ ɔ p r ʊ k ə ⋉	⋊ ɔ p r ʊ k t ə ⋉
7079	9484	ɪ n aː j ə	ɪ n aː j d ə	innaaien	innaaiden	⋊ ɪ n aː j ə ⋉	⋊ ɪ n aː j d ə ⋉
7081	9487	ɔ r d ɔ n eː r ə	ɔ r d ɔ n eː r d ə	ordonneren	ordonneerden	⋊ ɔ r d ɔ n eː r ə ⋉	⋊ ɔ r d ɔ n eː r d ə ⋉
7091	9499	r ɔ s ə	r ɔ s t ə	rossen	rosten	⋊ r ɔ s ə ⋉	⋊ r ɔ s t ə ⋉
7093	9502	m eː d ə l eː v ə	m eː d ə l eː v d ə	medeleven	medeleefden	⋊ m eː d ə l eː v ə ⋉	⋊ m eː d ə l eː v d ə ⋉
7095	9504	ɑ f t oː v ə r ə	ɑ f t oː v ə r d ə	aftoveren	aftoverden	⋊ ɑ f t oː v ə r ə ⋉	⋊ ɑ f t oː v ə r d ə ⋉
7097	9506	k w eː z ə l ə	k w eː z ə l d ə	kwezelen	kwezelden	⋊ k w eː z ə l ə ⋉	⋊ k w eː z ə l d ə ⋉
7101	9510	ɔ b d iː n ə	ɔ b d iː n d ə	opdienen	opdienden	⋊ ɔ b d iː n ə ⋉	⋊ ɔ b d iː n d ə ⋉
7107	9520	s ɛɪ n ə	s ɛɪ n d ə	seinen	seinden	⋊ s ɛ ɪ n ə ⋉	⋊ s ɛ ɪ n d ə ⋉
7119	9535	ɔ n d b l aː d ə r ə	ɔ n d b l aː d ə r d ə	ontbladeren	ontbladerden	⋊ ɔ n d b l aː d ə r ə ⋉	⋊ ɔ n d b l aː d ə r d ə ⋉
7124	9543	r ɔ n d b r iː v ə	r ɔ n d b r iː v d ə	rondbrieven	rondbriefden	⋊ r ɔ n d b r iː v ə ⋉	⋊ r ɔ n d b r iː v d ə ⋉
7140	9562	ɪ ŋ ɣ r uː v ə	ɪ ŋ ɣ r uː v d ə	ingroeven	ingroefden	⋊ ɪ ŋ ɣ r uː v ə ⋉	⋊ ɪ ŋ ɣ r uː v d ə ⋉
7147	9570	ɑ f r oː m ə	ɑ f r oː m d ə	afromen	afroomden	⋊ ɑ f r oː m ə ⋉	⋊ ɑ f r oː m d ə ⋉
7162	9594	h eː m ə l ə	h eː m ə l d ə	hemelen	hemelden	⋊ h eː m ə l ə ⋉	⋊ h eː m ə l d ə ⋉
7164	9598	x ɛɪ z ə l ə	x ɛɪ z ə l d ə	gijzelen	gijzelden	⋊ x ɛ ɪ z ə l ə ⋉	⋊ x ɛ ɪ z ə l d ə ⋉
7173	9609	d ɪ x t x aː n	d ɪ x t x ɪ ŋ ə	dichtgaan	dichtgingen	⋊ d ɪ x t x aː n ⋉	⋊ d ɪ x t x ɪ ŋ ə ⋉
7176	9613	r ɔ s k ɑ m ə	r ɔ s k ɑ m d ə	roskammen	roskamden	⋊ r ɔ s k ɑ m ə ⋉	⋊ r ɔ s k ɑ m d ə ⋉
7177	9614	p r aː t ə	p r aː t ə	praten	praatten	⋊ p r aː t ə ⋉	⋊ p r aː t ə ⋉
7183	9625	ɑ f l oː ɣ ə	ɑ f l oː ɣ d ə	aflogen	afloogden	⋊ ɑ f l oː ɣ ə ⋉	⋊ ɑ f l oː ɣ d ə ⋉
7188	9631	p l ɑ t s l aː n	p l ɑ t s l uː ɣ ə	platslaan	platsloegen	⋊ p l ɑ t s l aː n ⋉	⋊ p l ɑ t s l uː ɣ ə ⋉
7196	9643	ɪ n s p ʊɪ t ə	ɪ n s p oː t ə	inspuiten	inspoten	⋊ ɪ n s p ʊ ɪ t ə ⋉	⋊ ɪ n s p oː t ə ⋉
7198	9646	aː n s t ɛɪ v ə	aː n s t ɛɪ v d ə	aanstijven	aanstijfden	⋊ aː n s t ɛ ɪ v ə ⋉	⋊ aː n s t ɛ ɪ v d ə ⋉
7207	9661	ɔ m r ɛɪ d ə	ɔ m r eː d ə	omrijden	omreden	⋊ ɔ m r ɛ ɪ d ə ⋉	⋊ ɔ m r eː d ə ⋉
