level_0	index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
11503	15734	r a m ə n	g ə r a m t	rammen	gerammt	⋊ r a m ə n ⋉	⋊ r a m t ⋉
11555	15808	k ɔ n v ɛ r g iː r ə n	k ɔ n v ɛ r g iː r t	konvergieren	konvergiert	⋊ k ɔ n v ɛ r g iː r ə n ⋉	⋊ k ɔ n v ɛ r g iː r t ⋉
11611	15890	b ə au̯ g ə n ʃ ai̯ n ɪ g ə n	b ə au̯ g ə n ʃ ai̯ n ɪ ç t	beaugenscheinigen	beaugenscheinigt	⋊ b ə a u g ə n ʃ a i n ɪ g ə n ⋉	⋊ b ə a u g ə n ʃ a i n ɪ ç t ⋉
11645	15939	ʊ m z oi̯ m ə n	ʊ m g ə z oi̯ m t	umsäumen	umgesäumt	⋊ ʊ m z o i m ə n ⋉	⋊ ʊ m g ə z o i m t ⋉
11650	15947	b ə b ʊ ŋ k ə r n	b ə b ʊ ŋ k ə r t	bebunkern	bebunkert	⋊ b ə b ʊ ŋ k ə r n ⋉	⋊ b ə b ʊ ŋ k ə r t ⋉
11683	15995	f ɛ r h ʏ l ə n	f ɛ r h ʏ l t	verhüllen	verhüllt	⋊ f ɛ r h ʏ l ə n ⋉	⋊ f ɛ r h ʏ l t ⋉
11691	16009	d ʊ r ç l oi̯ x t ə n	d ʊ r ç l oi̯ x t ə t	durchleuchten	durchleuchtet	⋊ d ʊ r ç l o i x t ə n ⋉	⋊ d ʊ r ç l o i x t ə t ⋉
11713	16033	a r k v øː n ə n	g ə a r k v øː n t	argwöhnen	geargwöhnt	⋊ a r k v øː n ə n ⋉	⋊ a r k v øː n t ⋉
11732	16059	au̯ f ʃ oi̯ ə r n	au̯ f g ə ʃ oi̯ ə r t	aufscheuern	aufgescheuert	⋊ a u f ʃ o i ə r n ⋉	⋊ a u f g ə ʃ o i ə r t ⋉
11759	16103	ʃ p uː r ə n	g ə ʃ p uː r t	spuren	gespurt	⋊ ʃ p uː r ə n ⋉	⋊ ʃ p uː r t ⋉
11762	16108	f ɛ r n aː x l ɛ s ɪ g ə n	f ɛ r n aː x l ɛ s ɪ ç t	vernachlässigen	vernachlässigt	⋊ f ɛ r n aː x l ɛ s ɪ g ə n ⋉	⋊ f ɛ r n aː x l ɛ s ɪ ç t ⋉
11791	16144	v ɛ k h øː r ə n	v ɛ k g ə h øː r t	weghören	weggehört	⋊ v ɛ k h øː r ə n ⋉	⋊ v ɛ k g ə h øː r t ⋉
11805	16159	r eː k v iː r iː r ə n	r eː k v iː r iː r t	requirieren	requiriert	⋊ r eː k v iː r iː r ə n ⋉	⋊ r eː k v iː r iː r t ⋉
11847	16215	f ɛ r f l iː s ə n	f ɛ r f l ɔ s ə n	verfliessen	verflossen	⋊ f ɛ r f l iː s ə n ⋉	⋊ f ɛ r f l ɔ s ə n ⋉
11883	16266	d ʏ r f ə n	g ə d ʊ r f t	dürfen	gedurft	⋊ d ʏ r f ə n ⋉	⋊ d ʊ r f t ⋉
11893	16278	h ɛ r ʊ m d r ʏ k ə n	h ɛ r ʊ m g ə d r ʏ k t	herumdrücken	herumgedrückt	⋊ h ɛ r ʊ m d r ʏ k ə n ⋉	⋊ h ɛ r ʊ m g ə d r ʏ k t ⋉
11895	16280	f ɛ r m a r k t ə n	f ɛ r m a r k t ə t	vermarkten	vermarktet	⋊ f ɛ r m a r k t ə n ⋉	⋊ f ɛ r m a r k t ə t ⋉
11900	16287	ai̯ n b l ɛ n d ə n	ai̯ n g ə b l ɛ n d ə t	einblenden	eingeblendet	⋊ a i n b l ɛ n d ə n ⋉	⋊ a i n g ə b l ɛ n d ə t ⋉
11972	16377	ts ɪ r k uː l iː r ə n	ts ɪ r k uː l iː r t	zirkulieren	zirkuliert	⋊ ts ɪ r k uː l iː r ə n ⋉	⋊ ts ɪ r k uː l iː r t ⋉
12025	16451	au̯ f l eː n ə n	au̯ f g ə l eː n t	auflehnen	aufgelehnt	⋊ a u f l eː n ə n ⋉	⋊ a u f g ə l eː n t ⋉
12085	16533	ʃ ɔ s ə n	g ə ʃ ɔ s t	schossen	geschosst	⋊ ʃ ɔ s ə n ⋉	⋊ ʃ ɔ s t ⋉
12095	16547	ɛ r b r ɛ x ə n	ɛ r b r ɔ x ə n	erbrechen	erbrochen	⋊ ɛ r b r ɛ x ə n ⋉	⋊ ɛ r b r ɔ x ə n ⋉
12109	16567	b r ɪ ŋ ə n	g ə b r a x t	bringen	gebracht	⋊ b r ɪ ŋ ə n ⋉	⋊ b r a x t ⋉
12169	16648	p au̯ z ə n	g ə p au̯ s t	pausen	gepaust	⋊ p a u z ə n ⋉	⋊ p a u s t ⋉
12176	16658	yː b ə r ʃ t r oi̯ ə n	yː b ə r ʃ t r oi̯ t	überstreuen	überstreut	⋊ yː b ə r ʃ t r o i ə n ⋉	⋊ yː b ə r ʃ t r o i t ⋉
12200	16685	b ə f ɪ n d ə n	b ə f ʊ n d ə n	befinden	befunden	⋊ b ə f ɪ n d ə n ⋉	⋊ b ə f ʊ n d ə n ⋉
12211	16698	f ɛ r n ai̯ n ə n	f ɛ r n ai̯ n t	verneinen	verneint	⋊ f ɛ r n a i n ə n ⋉	⋊ f ɛ r n a i n t ⋉
12213	16702	k v ɛ ŋ ə l n	g ə k v ɛ ŋ ə l t	quengeln	gequengelt	⋊ k v ɛ ŋ ə l n ⋉	⋊ k v ɛ ŋ ə l t ⋉
12232	16724	t a b uː iː r ə n	t a b uː iː r t	tabuieren	tabuiert	⋊ t a b uː iː r ə n ⋉	⋊ t a b uː iː r t ⋉
12238	16730	ʃ n au̯ b ə n	g ə ʃ n au̯ p t	schnauben	geschnaubt	⋊ ʃ n a u b ə n ⋉	⋊ ʃ n a u p t ⋉
12272	16773	au̯ s h a k ə n	au̯ s g ə h a k t	aushacken	ausgehackt	⋊ a u s h a k ə n ⋉	⋊ a u s g ə h a k t ⋉
12278	16782	ai̯ n g iː s ə n	ai̯ n g ə g ɔ s ə n	eingiessen	eingegossen	⋊ a i n g iː s ə n ⋉	⋊ a i n g ə g ɔ s ə n ⋉
12298	16812	d ɛ k ə l n	g ə d ɛ k ə l t	deckeln	gedeckelt	⋊ d ɛ k ə l n ⋉	⋊ d ɛ k ə l t ⋉
12300	16815	h ɛ r ʊ m z ɪ ts ə n	h ɛ r ʊ m g ə z ɛ s ə n	herumsitzen	herumgesessen	⋊ h ɛ r ʊ m z ɪ ts ə n ⋉	⋊ h ɛ r ʊ m g ə z ɛ s ə n ⋉
12321	16843	a n b a k ə n	a n g ə b a k t	anbacken	angebackt	⋊ a n b a k ə n ⋉	⋊ a n g ə b a k t ⋉
12352	16883	ai̯ n h eː b ə n	ai̯ n g ə h oː b ə n	einheben	eingehoben	⋊ a i n h eː b ə n ⋉	⋊ a i n g ə h oː b ə n ⋉
12362	16898	ɛ r g œ ts ə n	ɛ r g œ ts t	ergötzen	ergötzt	⋊ ɛ r g œ ts ə n ⋉	⋊ ɛ r g œ ts t ⋉
12397	16946	h a r ə n	g ə h a r t	harren	geharrt	⋊ h a r ə n ⋉	⋊ h a r t ⋉
12421	16975	v a g a b ʊ n d iː r ə n	v a g a b ʊ n d iː r t	vagabundieren	vagabundiert	⋊ v a g a b ʊ n d iː r ə n ⋉	⋊ v a g a b ʊ n d iː r t ⋉
12487	17065	ai̯ n k n œ pf ə n	ai̯ n g ə k n œ pf t	einknöpfen	eingeknöpft	⋊ a i n k n œ pf ə n ⋉	⋊ a i n g ə k n œ pf t ⋉
12537	17131	k oː d iː r ə n	k oː d iː r t	kodieren	kodiert	⋊ k oː d iː r ə n ⋉	⋊ k oː d iː r t ⋉
12573	17182	z oː l ə n	g ə z oː l t	sohlen	gesohlt	⋊ z oː l ə n ⋉	⋊ z oː l t ⋉
12581	17193	a p z aː g ə n	a p g ə z aː k t	absagen	abgesagt	⋊ a p z aː g ə n ⋉	⋊ a p g ə z aː k t ⋉
12591	17205	ʃ r ɔ t ə n	g ə ʃ r ɔ t ə t	schrotten	geschrottet	⋊ ʃ r ɔ t ə n ⋉	⋊ ʃ r ɔ t ə t ⋉
12619	17241	ɛ r ʃ t au̯ n ə n	ɛ r ʃ t au̯ n t	erstaunen	erstaunt	⋊ ɛ r ʃ t a u n ə n ⋉	⋊ ɛ r ʃ t a u n t ⋉
12637	17266	p r ʊ ŋ k ə n	g ə p r ʊ ŋ k t	prunken	geprunkt	⋊ p r ʊ ŋ k ə n ⋉	⋊ p r ʊ ŋ k t ⋉
12638	17267	d ɪ s iː m iː l iː r ə n	d ɪ s iː m iː l iː r t	dissimilieren	dissimiliert	⋊ d ɪ s iː m iː l iː r ə n ⋉	⋊ d ɪ s iː m iː l iː r t ⋉
12678	17326	ai̯ n ʃ v ɛ r ts ə n	ai̯ n g ə ʃ v ɛ r ts t	einschwärzen	eingeschwärzt	⋊ a i n ʃ v ɛ r ts ə n ⋉	⋊ a i n g ə ʃ v ɛ r ts t ⋉
12756	17441	z oː s ə n	g ə z oː s t	sossen	gesosst	⋊ z oː s ə n ⋉	⋊ z oː s t ⋉
12757	17442	a n k ɔ p ə l n	a n g ə k ɔ p ə l t	ankoppeln	angekoppelt	⋊ a n k ɔ p ə l n ⋉	⋊ a n g ə k ɔ p ə l t ⋉
12775	17469	au̯ s k ɛ n ə n	au̯ s g ə k a n t	auskennen	ausgekannt	⋊ a u s k ɛ n ə n ⋉	⋊ a u s g ə k a n t ⋉
12781	17475	r a s t ə n	g ə r a s t ə t	rasten	gerastet	⋊ r a s t ə n ⋉	⋊ r a s t ə t ⋉
12818	17532	l iː p b ə h a l t ə n	l iː p b ə h a l t ə n	liebbehalten	liebbehalten	⋊ l iː p b ə h a l t ə n ⋉	⋊ l iː p b ə h a l t ə n ⋉
12819	17534	au̯ s p r ɛ s ə n	au̯ s g ə p r ɛ s t	auspressen	ausgepresst	⋊ a u s p r ɛ s ə n ⋉	⋊ a u s g ə p r ɛ s t ⋉
12828	17545	m ɛ n ɪ dʒ ə n	g ə m ɛ n ɪ tʃ t	managen	gemanagt	⋊ m ɛ n ɪ dʒ ə n ⋉	⋊ m ɛ n ɪ tʃ t ⋉
12900	17639	b l ɪ ts ə n	g ə b l ɪ ts t	blitzen	geblitzt	⋊ b l ɪ ts ə n ⋉	⋊ b l ɪ ts t ⋉
12902	17642	v ai̯ d ə n	g ə v ai̯ d ə t	weiden	geweidet	⋊ v a i d ə n ⋉	⋊ v a i d ə t ⋉
12903	17643	m eː t a l iː z iː r ə n	m eː t a l iː z iː r t	metallisieren	metallisiert	⋊ m eː t a l iː z iː r ə n ⋉	⋊ m eː t a l iː z iː r t ⋉
12914	17660	z ʊ b l iː m iː r ə n	z ʊ b l iː m iː r t	sublimieren	sublimiert	⋊ z ʊ b l iː m iː r ə n ⋉	⋊ z ʊ b l iː m iː r t ⋉
12918	17668	ʃ p ai̯ x ə l n	g ə ʃ p ai̯ x ə l t	speicheln	gespeichelt	⋊ ʃ p a i x ə l n ⋉	⋊ ʃ p a i x ə l t ⋉
12932	17686	n a r ə n	g ə n a r t	narren	genarrt	⋊ n a r ə n ⋉	⋊ n a r t ⋉
12946	17701	z ɪ n ə n	g ə z ɔ n ə n	sinnen	gesonnen	⋊ z ɪ n ə n ⋉	⋊ z ɔ n ə n ⋉
12955	17714	r ɔ l ə n	g ə r ɔ l t	rollen	gerollt	⋊ r ɔ l ə n ⋉	⋊ r ɔ l t ⋉
13018	17795	l iː n iː r ə n	l iː n iː r t	linieren	liniert	⋊ l iː n iː r ə n ⋉	⋊ l iː n iː r t ⋉
13036	17815	f ɛ r k n a p ə n	f ɛ r k n a p t	verknappen	verknappt	⋊ f ɛ r k n a p ə n ⋉	⋊ f ɛ r k n a p t ⋉
13042	17822	d ʊ r ç z ɪ ts ə n	d ʊ r ç g ə z ɛ s ə n	durchsitzen	durchgesessen	⋊ d ʊ r ç z ɪ ts ə n ⋉	⋊ d ʊ r ç g ə z ɛ s ə n ⋉
13073	17864	ʊ n t ə r z ɪ ŋ k ə n	ʊ n t ə r g ə z ʊ ŋ k ə n	untersinken	untergesunken	⋊ ʊ n t ə r z ɪ ŋ k ə n ⋉	⋊ ʊ n t ə r g ə z ʊ ŋ k ə n ⋉
13078	17871	ɛ r ʃ t a t ə n	ɛ r ʃ t a t ə t	erstatten	erstattet	⋊ ɛ r ʃ t a t ə n ⋉	⋊ ɛ r ʃ t a t ə t ⋉
13111	17913	f ɛ r ɛ r b ə n	f ɛ r ɛ r p t	vererben	vererbt	⋊ f ɛ r ɛ r b ə n ⋉	⋊ f ɛ r ɛ r p t ⋉
13115	17919	b uː l ə n	g ə b uː l t	buhlen	gebuhlt	⋊ b uː l ə n ⋉	⋊ b uː l t ⋉
13167	17979	ts iː g oi̯ n ə r n	ts iː g oi̯ n ə r t	zigeunern	zigeunert	⋊ ts iː g o i n ə r n ⋉	⋊ ts iː g o i n ə r t ⋉
13185	18007	d r ɪ n ʃ t ɛ k ə n	d r ɪ n g ə ʃ t ɛ k t	drinstecken	dringesteckt	⋊ d r ɪ n ʃ t ɛ k ə n ⋉	⋊ d r ɪ n g ə ʃ t ɛ k t ⋉
13243	18081	d ʊ r ç ʃ l aː f ə n	d ʊ r ç g ə ʃ l aː f ə n	durchschlafen	durchgeschlafen	⋊ d ʊ r ç ʃ l aː f ə n ⋉	⋊ d ʊ r ç g ə ʃ l aː f ə n ⋉
13293	18150	m oː n oː p oː l iː z iː r ə n	m oː n oː p oː l iː z iː r t	monopolisieren	monopolisiert	⋊ m oː n oː p oː l iː z iː r ə n ⋉	⋊ m oː n oː p oː l iː z iː r t ⋉
13300	18157	k oi̯ x ə n	g ə k oi̯ x t	keuchen	gekeucht	⋊ k o i x ə n ⋉	⋊ k o i x t ⋉
13323	18188	ʊ n t ə r b ɪ n d ə n	ʊ n t ə r g ə b ʊ n d ə n	unterbinden	untergebunden	⋊ ʊ n t ə r b ɪ n d ə n ⋉	⋊ ʊ n t ə r g ə b ʊ n d ə n ⋉
13340	18213	a n k ɔ ts ə n	a n g ə k ɔ ts t	ankotzen	angekotzt	⋊ a n k ɔ ts ə n ⋉	⋊ a n g ə k ɔ ts t ⋉
13341	18214	a p b r yː ə n	a p g ə b r yː t	abbrühen	abgebrüht	⋊ a p b r yː ə n ⋉	⋊ a p g ə b r yː t ⋉
13353	18230	a n t oi̯ ʃ ə n	a n g ə t oi̯ ʃ t	antäuschen	angetäuscht	⋊ a n t o i ʃ ə n ⋉	⋊ a n g ə t o i ʃ t ⋉
13401	18294	au̯ s f l ɪ p ə n	au̯ s g ə f l ɪ p t	ausflippen	ausgeflippt	⋊ a u s f l ɪ p ə n ⋉	⋊ a u s g ə f l ɪ p t ⋉
13418	18318	ai̯ n m ɪ ʃ ə n	ai̯ n g ə m ɪ ʃ t	einmischen	eingemischt	⋊ a i n m ɪ ʃ ə n ⋉	⋊ a i n g ə m ɪ ʃ t ⋉
13456	18367	ʃ l a b ə r n	g ə ʃ l a b ə r t	schlabbern	geschlabbert	⋊ ʃ l a b ə r n ⋉	⋊ ʃ l a b ə r t ⋉
13493	18412	d ɪ s ɛ r t iː r ə n	d ɪ s ɛ r t iː r t	dissertieren	dissertiert	⋊ d ɪ s ɛ r t iː r ə n ⋉	⋊ d ɪ s ɛ r t iː r t ⋉
13527	18467	b ə m ɛ x t ɪ g ə n	b ə m ɛ x t ɪ ç t	bemächtigen	bemächtigt	⋊ b ə m ɛ x t ɪ g ə n ⋉	⋊ b ə m ɛ x t ɪ ç t ⋉
13549	18500	f ɛ r v ʏ n ʃ ə n	f ɛ r v ʏ n ʃ t	verwünschen	verwünscht	⋊ f ɛ r v ʏ n ʃ ə n ⋉	⋊ f ɛ r v ʏ n ʃ t ⋉
13567	18523	ɛ k s p a t r iː iː r ə n	ɛ k s p a t r iː iː r t	expatriieren	expatriiert	⋊ ɛ k s p a t r iː iː r ə n ⋉	⋊ ɛ k s p a t r iː iː r t ⋉
13581	18539	ɛ n t ʃ t ai̯ g ə n	ɛ n t ʃ t iː g ə n	entsteigen	entstiegen	⋊ ɛ n t ʃ t a i g ə n ⋉	⋊ ɛ n t ʃ t iː g ə n ⋉
13586	18547	yː b ə r ʃ p yː l ə n	yː b ə r ʃ p yː l t	überspülen	überspült	⋊ yː b ə r ʃ p yː l ə n ⋉	⋊ yː b ə r ʃ p yː l t ⋉
13615	18586	k uː v eː r t iː r ə n	k uː v eː r t iː r t	kuvertieren	kuvertiert	⋊ k uː v eː r t iː r ə n ⋉	⋊ k uː v eː r t iː r t ⋉
13643	18622	ts uː ʃ p iː l ə n	ts uː g ə ʃ p iː l t	zuspielen	zugespielt	⋊ ts uː ʃ p iː l ə n ⋉	⋊ ts uː g ə ʃ p iː l t ⋉
13650	18629	b ə ʃ p ai̯ k ə n	b ə ʃ p ai̯ k t	bespiken	bespikt	⋊ b ə ʃ p a i k ə n ⋉	⋊ b ə ʃ p a i k t ⋉
13680	18670	a n ʃ t ai̯ g ə n	a n g ə ʃ t iː g ə n	ansteigen	angestiegen	⋊ a n ʃ t a i g ə n ⋉	⋊ a n g ə ʃ t iː g ə n ⋉
13682	18672	b ɛ n d ɪ g ə n	g ə b ɛ n d ɪ ç t	bändigen	gebändigt	⋊ b ɛ n d ɪ g ə n ⋉	⋊ b ɛ n d ɪ ç t ⋉
13701	18695	ʊ n t ə r ʃ l aː g ə n	ʊ n t ə r g ə ʃ l aː g ə n	unterschlagen	untergeschlagen	⋊ ʊ n t ə r ʃ l aː g ə n ⋉	⋊ ʊ n t ə r g ə ʃ l aː g ə n ⋉
13721	18722	k ɔ n t iː n uː iː r ə n	k ɔ n t iː n uː iː r t	kontinuieren	kontinuiert	⋊ k ɔ n t iː n uː iː r ə n ⋉	⋊ k ɔ n t iː n uː iː r t ⋉
13731	18734	t a r iː f iː r ə n	t a r iː f iː r t	tarifieren	tarifiert	⋊ t a r iː f iː r ə n ⋉	⋊ t a r iː f iː r t ⋉
13811	18853	yː b ə r g eː ə n	yː b ə r g ə g a ŋ ə n	übergehen	übergegangen	⋊ yː b ə r g eː ə n ⋉	⋊ yː b ə r g ə g a ŋ ə n ⋉
13856	18912	d iː n iː r ə n	d iː n iː r t	dinieren	diniert	⋊ d iː n iː r ə n ⋉	⋊ d iː n iː r t ⋉
13866	18925	ʃ ɛ r f ə n	g ə ʃ ɛ r f t	schärfen	geschärft	⋊ ʃ ɛ r f ə n ⋉	⋊ ʃ ɛ r f t ⋉
13870	18931	ts v ɛ k ə n	g ə ts v ɛ k t	zwecken	gezweckt	⋊ ts v ɛ k ə n ⋉	⋊ ts v ɛ k t ⋉
13892	18962	ɛ s t eː t iː z iː r ə n	ɛ s t eː t iː z iː r t	ästhetisieren	ästhetisiert	⋊ ɛ s t eː t iː z iː r ə n ⋉	⋊ ɛ s t eː t iː z iː r t ⋉
13921	18996	ts uː h aː b ə n	ts uː g ə h aː p t	zuhaben	zugehabt	⋊ ts uː h aː b ə n ⋉	⋊ ts uː g ə h aː p t ⋉
13929	19008	k ɔ n k l uː d iː r ə n	k ɔ n k l uː d iː r t	konkludieren	konkludiert	⋊ k ɔ n k l uː d iː r ə n ⋉	⋊ k ɔ n k l uː d iː r t ⋉
13936	19018	au̯ s b oi̯ l ə n	au̯ s g ə b oi̯ l t	ausbeulen	ausgebeult	⋊ a u s b o i l ə n ⋉	⋊ a u s g ə b o i l t ⋉
13985	19088	ts ɪ n z ə n	g ə ts ɪ n s t	zinsen	gezinst	⋊ ts ɪ n z ə n ⋉	⋊ ts ɪ n s t ⋉
14035	19160	f a s ts iː n iː r ə n	f a s ts iː n iː r t	faszinieren	fasziniert	⋊ f a s ts iː n iː r ə n ⋉	⋊ f a s ts iː n iː r t ⋉
14036	19161	ts uː z a m ə n b l ai̯ b ə n	ts uː z a m ə n g ə b l iː b ə n	zusammenbleiben	zusammengeblieben	⋊ ts uː z a m ə n b l a i b ə n ⋉	⋊ ts uː z a m ə n g ə b l iː b ə n ⋉
14069	19207	ʃ ɪ l f ə r n	g ə ʃ ɪ l f ə r t	schilfern	geschilfert	⋊ ʃ ɪ l f ə r n ⋉	⋊ ʃ ɪ l f ə r t ⋉
14073	19216	d eː k ɔ m p oː n iː r ə n	d eː k ɔ m p oː n iː r t	dekomponieren	dekomponiert	⋊ d eː k ɔ m p oː n iː r ə n ⋉	⋊ d eː k ɔ m p oː n iː r t ⋉
14090	19240	œ f n ə n	g ə œ f n ə t	öffnen	geöffnet	⋊ œ f n ə n ⋉	⋊ œ f n ə t ⋉
14125	19287	ʊ m ʃ t ʏ l p ə n	ʊ m g ə ʃ t ʏ l p t	umstülpen	umgestülpt	⋊ ʊ m ʃ t ʏ l p ə n ⋉	⋊ ʊ m g ə ʃ t ʏ l p t ⋉
14128	19290	v ɛ k m a x ə n	v ɛ k g ə m a x t	wegmachen	weggemacht	⋊ v ɛ k m a x ə n ⋉	⋊ v ɛ k g ə m a x t ⋉
14131	19294	d eː n a ts iː f iː ts iː r ə n	d eː n a ts iː f iː ts iː r t	denazifizieren	denazifiziert	⋊ d eː n a ts iː f iː ts iː r ə n ⋉	⋊ d eː n a ts iː f iː ts iː r t ⋉
14177	19365	ɛ n t l eː d ɪ g ə n	ɛ n t l eː d ɪ ç t	entledigen	entledigt	⋊ ɛ n t l eː d ɪ g ə n ⋉	⋊ ɛ n t l eː d ɪ ç t ⋉
14181	19371	ʃ ɛ l ə n	g ə ʃ ɛ l t	schellen	geschellt	⋊ ʃ ɛ l ə n ⋉	⋊ ʃ ɛ l t ⋉
14198	19395	ai̯ n v ai̯ x ə n	ai̯ n g ə v ai̯ x t	einweichen	eingeweicht	⋊ a i n v a i x ə n ⋉	⋊ a i n g ə v a i x t ⋉
14258	19473	ai̯ t ə r n	g ə ai̯ t ə r t	eitern	geeitert	⋊ a i t ə r n ⋉	⋊ a i t ə r t ⋉
14301	19532	l ʊ k s ə n	g ə l ʊ k s t	luchsen	geluchst	⋊ l ʊ k s ə n ⋉	⋊ l ʊ k s t ⋉
14316	19550	ʃ p r yː ə n	g ə ʃ p r yː t	sprühen	gesprüht	⋊ ʃ p r yː ə n ⋉	⋊ ʃ p r yː t ⋉
14325	19564	s k a r t iː r ə n	s k a r t iː r t	skartieren	skartiert	⋊ s k a r t iː r ə n ⋉	⋊ s k a r t iː r t ⋉
14367	19621	v iː d ə r r eː d ə n	v iː d ə r r eː d ə t	widerreden	widerredet	⋊ v iː d ə r r eː d ə n ⋉	⋊ v iː d ə r r eː d ə t ⋉
14387	19650	t r ɪ k s ə n	g ə t r ɪ k s t	tricksen	getrickst	⋊ t r ɪ k s ə n ⋉	⋊ t r ɪ k s t ⋉
14392	19655	n iː z ə l n	g ə n iː z ə l t	nieseln	genieselt	⋊ n iː z ə l n ⋉	⋊ n iː z ə l t ⋉
14435	19714	ai̯ n p r ɛː g ə n	ai̯ n g ə p r ɛː k t	einprägen	eingeprägt	⋊ a i n p r ɛː g ə n ⋉	⋊ a i n g ə p r ɛː k t ⋉
14444	19724	f ɛ r f l a x ə n	f ɛ r f l a x t	verflachen	verflacht	⋊ f ɛ r f l a x ə n ⋉	⋊ f ɛ r f l a x t ⋉
14472	19760	b l ɔ x ə n	g ə b l ɔ x t	blochen	geblocht	⋊ b l ɔ x ə n ⋉	⋊ b l ɔ x t ⋉
14478	19773	p a ts ə n	g ə p a ts t	patzen	gepatzt	⋊ p a ts ə n ⋉	⋊ p a ts t ⋉
14584	19926	a n f l a n ʃ ə n	a n g ə f l a n ʃ t	anflanschen	angeflanscht	⋊ a n f l a n ʃ ə n ⋉	⋊ a n g ə f l a n ʃ t ⋉
14603	19949	f ɛ r k l ai̯ n ə r n	f ɛ r k l ai̯ n ə r t	verkleinern	verkleinert	⋊ f ɛ r k l a i n ə r n ⋉	⋊ f ɛ r k l a i n ə r t ⋉
14611	19963	f ɔ r t f yː r ə n	f ɔ r t g ə f yː r t	fortführen	fortgeführt	⋊ f ɔ r t f yː r ə n ⋉	⋊ f ɔ r t g ə f yː r t ⋉
14612	19965	ɛ r g ə r n	g ə ɛ r g ə r t	ärgern	geärgert	⋊ ɛ r g ə r n ⋉	⋊ ɛ r g ə r t ⋉
14658	20027	g ai̯ ə n	g ə g iː ə n	geien	gegieen	⋊ g a i ə n ⋉	⋊ g iː ə n ⋉
14668	20040	n iː d ə r ts iː ə n	n iː d ə r g ə ts oː g ə n	niederziehen	niedergezogen	⋊ n iː d ə r ts iː ə n ⋉	⋊ n iː d ə r g ə ts oː g ə n ⋉
14680	20055	h ɛ r b ai̯ ʃ a f ə n	h ɛ r b ai̯ g ə ʃ a f t	herbeischaffen	herbeigeschafft	⋊ h ɛ r b a i ʃ a f ə n ⋉	⋊ h ɛ r b a i g ə ʃ a f t ⋉
14681	20057	a p ʃ r au̯ b ə n	a p g ə ʃ r au̯ p t	abschrauben	abgeschraubt	⋊ a p ʃ r a u b ə n ⋉	⋊ a p g ə ʃ r a u p t ⋉
14696	20076	f ɛ r z ɛ ts ə n	f ɛ r z ɛ ts t	versetzen	versetzt	⋊ f ɛ r z ɛ ts ə n ⋉	⋊ f ɛ r z ɛ ts t ⋉
14722	20111	h ɪ n r ai̯ x ə n	h ɪ n g ə r ai̯ x t	hinreichen	hingereicht	⋊ h ɪ n r a i x ə n ⋉	⋊ h ɪ n g ə r a i x t ⋉
14724	20115	z ɛ r b ə l n	g ə z ɛ r b ə l t	serbeln	geserbelt	⋊ z ɛ r b ə l n ⋉	⋊ z ɛ r b ə l t ⋉
14725	20116	a n l ai̯ m ə n	a n g ə l ai̯ m t	anleimen	angeleimt	⋊ a n l a i m ə n ⋉	⋊ a n g ə l a i m t ⋉
14752	20149	n oː t l a n d ə n	n oː t g ə l a n d ə t	notlanden	notgelandet	⋊ n oː t l a n d ə n ⋉	⋊ n oː t g ə l a n d ə t ⋉
14761	20165	m a ŋ ə l n	g ə m a ŋ ə l t	mangeln	gemangelt	⋊ m a ŋ ə l n ⋉	⋊ m a ŋ ə l t ⋉
14800	20219	p a k ə n	g ə p a k t	packen	gepackt	⋊ p a k ə n ⋉	⋊ p a k t ⋉
14832	20261	f ɛ r b ʊ m ə l n	f ɛ r b ʊ m ə l t	verbummeln	verbummelt	⋊ f ɛ r b ʊ m ə l n ⋉	⋊ f ɛ r b ʊ m ə l t ⋉
14833	20262	r eː l a t iː v iː r ə n	r eː l a t iː v iː r t	relativieren	relativiert	⋊ r eː l a t iː v iː r ə n ⋉	⋊ r eː l a t iː v iː r t ⋉
14864	20309	a p b ɪ m z ə n	a p g ə b ɪ m s t	abbimsen	abgebimst	⋊ a p b ɪ m z ə n ⋉	⋊ a p g ə b ɪ m s t ⋉
14908	20374	d ʊ r ç aː t m ə n	d ʊ r ç g ə aː t m ə t	durchatmen	durchgeatmet	⋊ d ʊ r ç aː t m ə n ⋉	⋊ d ʊ r ç g ə aː t m ə t ⋉
14915	20383	b ə ʃ v eː r ə n	b ə ʃ v eː r t	beschweren	beschwert	⋊ b ə ʃ v eː r ə n ⋉	⋊ b ə ʃ v eː r t ⋉
14922	20392	b yː g ə l n	g ə b yː g ə l t	bügeln	gebügelt	⋊ b yː g ə l n ⋉	⋊ b yː g ə l t ⋉
14963	20445	t ɛ s t ə n	g ə t ɛ s t ə t	testen	getestet	⋊ t ɛ s t ə n ⋉	⋊ t ɛ s t ə t ⋉
14993	20486	au̯ s pf l ʏ k ə n	au̯ s g ə pf l ʏ k t	auspflücken	ausgepflückt	⋊ a u s pf l ʏ k ə n ⋉	⋊ a u s g ə pf l ʏ k t ⋉
15030	20541	ʃ ʏ t ə n	g ə ʃ ʏ t ə t	schütten	geschüttet	⋊ ʃ ʏ t ə n ⋉	⋊ ʃ ʏ t ə t ⋉
